Date,Open,High,Low,Close,Adj Close,Volume
2016-03-30,79.010002,79.550003,78.540001,78.860001,78.860001,10696000
2016-03-31,78.5,79.839996,78.410004,79.029999,79.029999,11318500
2016-04-01,78.239998,79.019997,78.199997,78.730003,78.730003,9262200
2016-04-04,78.33000200000001,79.550003,78.32,79.08000200000001,79.08000200000001,9817300
2016-04-05,78.199997,78.300003,76.910004,77.32,77.32,9603900
2016-04-06,77.300003,79.150002,77.190002,78.68,78.68,9052800
2016-04-07,77.599998,78.599998,77.182999,77.610001,77.610001,10937900
2016-04-08,78.269997,78.760002,76.621002,77.470001,77.470001,8401200
2016-04-11,78.07,78.58899699999999,77.43,77.709999,77.709999,7896500
2016-04-12,78.0,78.239998,76.870003,77.860001,77.860001,7109400
2016-04-13,78.739998,79.720001,78.5,79.639999,79.639999,14150900
2016-04-14,79.309998,79.858002,78.360001,79.610001,79.610001,12573500
2016-04-15,79.449997,79.75,78.459999,78.970001,78.970001,11709100
2016-04-18,78.519997,79.120003,77.709999,79.010002,79.010002,7745200
2016-04-19,79.199997,80.480003,78.470001,79.459999,79.459999,14742000
2016-04-20,79.0,81.735001,78.989998,81.209999,81.209999,14911900
2016-04-21,81.08000200000001,81.779999,80.199997,80.779999,80.779999,8819000
2016-04-22,80.120003,81.440002,79.154999,79.889999,79.889999,8649300
2016-04-25,79.800003,79.839996,78.68,78.839996,78.839996,9207600
2016-04-26,78.849998,79.559998,77.800003,78.610001,78.610001,9632700
2016-04-27,78.300003,78.620003,76.57,77.650002,77.650002,11491900
2016-04-28,77.650002,77.900002,76.089996,76.400002,76.400002,9959900
2016-04-29,76.809998,77.279999,75.660004,76.940002,76.940002,10124300
2016-05-02,76.889999,77.0,75.940002,76.610001,76.610001,7718100
2016-05-03,75.959999,76.269997,75.425003,75.910004,75.910004,8019200
2016-05-04,75.639999,75.910004,75.010002,75.82,75.82,14258400
2016-05-05,79.519997,79.940002,78.099998,78.83000200000001,78.83000200000001,27950900
2016-05-06,78.349998,79.720001,78.25,79.199997,79.199997,12862100
2016-05-09,78.940002,79.980003,78.889999,79.410004,79.410004,11795800
2016-05-10,79.790001,79.980003,79.150002,79.720001,79.720001,9294900
2016-05-11,79.43,80.485001,79.410004,79.800003,79.800003,11072500
2016-05-12,80.010002,80.449997,78.32,79.160004,79.160004,8791400
2016-05-13,78.824997,79.160004,76.970001,77.160004,77.160004,10078000
2016-05-16,77.860001,79.93,77.589996,79.290001,79.290001,11661000
2016-05-17,79.83000200000001,80.199997,79.309998,79.349998,79.349998,10970700
2016-05-18,78.709999,80.0,78.470001,79.029999,79.029999,9085800
2016-05-19,78.650002,79.260002,77.599998,78.32,78.32,8317500
2016-05-20,78.32,79.449997,78.32,78.790001,78.790001,11043900
2016-05-23,78.949997,79.5,78.599998,79.0,79.0,7154100
2016-05-24,79.16999799999999,81.309998,79.07,81.120003,81.120003,16707700
2016-05-25,78.529999,79.199997,74.120003,75.589996,75.589996,49606600
2016-05-26,75.589996,78.864998,75.589996,78.349998,78.349998,26879400
2016-05-27,78.489998,81.0,78.389999,80.970001,80.970001,24552900
2016-05-31,81.0,82.029999,80.199997,82.0,82.0,78861400
2016-06-01,82.0,82.0,76.550003,76.690002,76.690002,62531500
2016-06-02,76.650002,77.75,76.559998,77.300003,77.300003,43458100
2016-06-03,77.239998,77.800003,75.709999,76.620003,76.620003,23685700
2016-06-06,77.110001,78.33000200000001,76.699997,78.059998,78.059998,19166100
2016-06-07,78.190002,78.370003,77.32,77.839996,77.839996,12878000
2016-06-08,78.0,78.529999,77.375,77.639999,77.639999,11614100
2016-06-09,77.389999,78.07,76.779999,77.559998,77.559998,8994400
2016-06-10,76.43,77.050003,75.760002,75.91999799999999,75.91999799999999,10421100
2016-06-13,75.25,76.45500200000001,74.849998,75.449997,75.449997,11300800
2016-06-14,76.889999,78.449997,76.75,77.769997,77.769997,22358900
2016-06-15,78.309998,78.768997,77.510002,78.389999,78.389999,14734800
2016-06-16,77.839996,78.400002,76.199997,78.269997,78.269997,13570700
2016-06-17,78.449997,78.449997,76.480003,77.0,77.0,15582600
2016-06-20,77.900002,78.790001,77.839996,78.150002,78.150002,9625600
2016-06-21,78.75,79.08000200000001,78.400002,78.620003,78.620003,8881800
2016-06-22,79.040001,79.120003,78.209999,78.730003,78.730003,8170900
2016-06-23,79.160004,79.459999,78.550003,79.139999,79.139999,8279500
2016-06-24,76.83000200000001,77.5,75.43,76.290001,76.290001,18224800
2016-06-27,75.800003,75.970001,73.300003,74.230003,74.230003,15131300
2016-06-28,75.5,76.599998,75.5,76.279999,76.279999,11266200
2016-06-29,76.980003,78.480003,76.900002,78.040001,78.040001,11460000
2016-06-30,78.309998,79.760002,78.279999,79.529999,79.529999,12485300
2016-07-01,79.120003,80.050003,79.120003,79.650002,79.650002,7271300
2016-07-05,79.040001,79.550003,78.370003,78.970001,78.970001,6845200
2016-07-06,78.470001,78.82,77.68,78.639999,78.639999,7737600
2016-07-07,79.0,79.489998,78.709999,79.349998,79.349998,6795200
2016-07-08,78.440002,79.349998,77.800003,78.989998,78.989998,14029100
2016-07-11,79.33000200000001,81.900002,79.239998,81.459999,81.459999,17417500
2016-07-12,81.790001,82.879997,81.510002,81.739998,81.739998,15294100
2016-07-13,81.83000200000001,81.879997,80.370003,80.57,80.57,10739200
2016-07-14,81.18,82.239998,80.860001,81.739998,81.739998,9361500
2016-07-15,81.779999,82.489998,80.964996,81.25,81.25,8919900
2016-07-18,80.599998,82.790001,80.599998,82.650002,82.650002,12113600
2016-07-19,82.480003,83.690002,82.050003,82.769997,82.769997,9799400
2016-07-20,83.269997,84.699997,83.230003,84.41999799999999,84.41999799999999,13991000
2016-07-21,84.709999,85.0,83.660004,84.18,84.18,10163500
2016-07-22,84.0,84.5,83.809998,84.489998,84.489998,5988400
2016-07-25,84.470001,84.790001,82.610001,83.190002,83.190002,13185900
2016-07-26,82.860001,83.629997,82.629997,83.589996,83.589996,7714700
2016-07-27,83.599998,83.639999,83.0,83.099998,83.099998,11523100
2016-07-28,83.459999,83.489998,82.120003,83.120003,83.120003,7476500
2016-07-29,83.370003,83.41999799999999,81.945,82.480003,82.480003,8709300
2016-08-01,82.790001,84.800003,82.589996,84.339996,84.339996,13401200
2016-08-02,84.339996,84.339996,82.910004,83.800003,83.800003,7691600
2016-08-03,83.300003,83.839996,83.16999799999999,83.66999799999999,83.66999799999999,5365800
2016-08-04,83.75,84.980003,83.690002,84.75,84.75,10714500
2016-08-05,85.010002,85.08000200000001,84.440002,84.589996,84.589996,9401700
2016-08-08,84.989998,85.019997,84.300003,85.0,85.0,11528200
2016-08-09,85.050003,85.629997,84.800003,85.239998,85.239998,15349200
2016-08-10,86.010002,87.730003,86.010002,87.33000200000001,87.33000200000001,28195900
2016-08-11,92.139999,92.800003,91.260002,91.769997,91.769997,54078300
2016-08-12,92.980003,98.349998,92.910004,98.25,98.25,71968300
2016-08-15,98.279999,98.860001,96.82,97.16999799999999,97.16999799999999,33813400
2016-08-16,96.150002,97.150002,95.050003,96.660004,96.660004,27514000
2016-08-17,96.16999799999999,97.25,96.050003,97.0,97.0,14980900
2016-08-18,97.25,97.940002,96.620003,97.0,97.0,15009000
2016-08-19,96.910004,97.239998,96.339996,96.860001,96.860001,14267100
2016-08-22,96.470001,96.629997,94.75,95.650002,95.650002,16222900
2016-08-23,95.589996,96.480003,95.410004,95.790001,95.790001,9646800
2016-08-24,95.68,96.300003,93.559998,93.879997,93.879997,12726600
2016-08-25,93.75,94.690002,93.120003,93.940002,93.940002,13039900
2016-08-26,94.150002,95.449997,94.08000200000001,95.059998,95.059998,14133900
2016-08-29,94.599998,95.160004,94.209999,94.879997,94.879997,8781500
2016-08-30,95.349998,96.68,95.16999799999999,96.0,96.0,13994200
2016-08-31,96.139999,97.199997,96.010002,97.190002,97.190002,28617000
2016-09-01,97.300003,98.0,97.010002,97.41999799999999,97.41999799999999,13387400
2016-09-02,97.970001,99.665001,97.970001,99.25,99.25,17482600
2016-09-06,100.449997,104.300003,100.449997,103.779999,103.779999,32803800
2016-09-07,103.839996,104.0,102.260002,102.32,102.32,15758800
2016-09-08,101.93,103.779999,101.629997,102.57,102.57,15437100
2016-09-09,101.800003,102.209999,99.050003,99.620003,99.620003,21250400
2016-09-12,97.379997,101.379997,97.0,100.800003,100.800003,17318200
2016-09-13,100.379997,101.489998,98.839996,100.279999,100.279999,20004900
2016-09-14,100.08000200000001,102.589996,100.019997,102.400002,102.400002,19604700
2016-09-15,102.620003,104.480003,102.529999,104.449997,104.449997,20795900
2016-09-16,104.0,105.389999,103.860001,104.639999,104.639999,20363500
2016-09-19,105.160004,105.5,102.195,103.029999,103.029999,15200100
2016-09-20,102.940002,103.730003,100.93,101.360001,101.360001,12863800
2016-09-21,102.459999,106.190002,102.209999,106.0,106.0,22997100
2016-09-22,107.57,109.760002,107.480003,109.360001,109.360001,35627700
2016-09-23,108.25,108.400002,106.709999,107.709999,107.709999,23083000
2016-09-26,106.519997,107.059998,105.300003,105.889999,105.889999,16805300
2016-09-27,106.519997,108.489998,106.370003,108.260002,108.260002,17556700
2016-09-28,108.440002,109.870003,107.160004,108.75,108.75,16371600
2016-09-29,106.510002,106.690002,104.57,105.550003,105.550003,30236700
2016-09-30,106.5,107.099998,105.790001,105.790001,105.790001,15577500
2016-10-03,105.449997,106.290001,104.980003,105.379997,105.379997,10849500
2016-10-04,105.93,106.230003,105.050003,105.449997,105.449997,11068800
2016-10-05,105.870003,107.449997,105.660004,106.959999,106.959999,13176500
2016-10-06,107.300003,107.510002,106.184998,107.08000200000001,107.08000200000001,9885600
2016-10-07,106.889999,107.550003,105.559998,106.0,106.0,8954400
2016-10-10,106.790001,109.0,106.559998,108.410004,108.410004,11490200
2016-10-11,107.889999,107.970001,104.75,105.230003,105.230003,14916600
2016-10-12,105.050003,105.110001,101.82,103.620003,103.620003,18435000
2016-10-13,102.059998,102.550003,99.0,102.150002,102.150002,22390000
2016-10-14,104.269997,104.699997,101.029999,101.849998,101.849998,12789500
2016-10-17,101.5,103.470001,101.269997,102.839996,102.839996,10351700
2016-10-18,104.470001,104.989998,103.309998,103.339996,103.339996,11009600
2016-10-19,104.33000200000001,104.800003,103.650002,103.93,103.93,8918900
2016-10-20,104.199997,104.739998,103.57,103.849998,103.849998,7109800
2016-10-21,103.699997,103.940002,102.75,103.940002,103.940002,8073100
2016-10-24,104.980003,105.300003,103.550003,104.5,104.5,10898800
2016-10-25,104.860001,105.199997,104.019997,104.220001,104.220001,8985700
2016-10-26,103.68,104.0,102.699997,102.779999,102.779999,7579800
2016-10-27,103.379997,104.110001,101.849998,102.379997,102.379997,8807100
2016-10-28,102.349998,103.050003,101.550003,101.93,101.93,8479500
2016-10-31,102.650002,103.209999,101.41999799999999,101.690002,101.690002,15837900
2016-11-01,100.43,101.239998,99.209999,101.150002,101.150002,21287300
2016-11-02,103.849998,104.099998,97.300003,98.510002,98.510002,36939900
2016-11-03,98.040001,99.300003,96.459999,97.75,97.75,17412600
2016-11-04,96.900002,98.790001,96.66999799999999,97.57,97.57,9048500
2016-11-07,100.07,100.620003,99.160004,99.349998,99.349998,11198300
2016-11-08,99.389999,99.989998,98.360001,99.849998,99.849998,7956300
2016-11-09,97.379997,98.58000200000001,95.800003,96.66999799999999,96.66999799999999,20948000
2016-11-10,98.339996,98.5,92.220001,94.339996,94.339996,27346700
2016-11-11,93.860001,94.089996,91.099998,92.989998,92.989998,23725800
2016-11-14,92.45099599999999,92.540001,87.879997,89.769997,89.769997,27301500
2016-11-15,91.0,93.489998,90.75,91.0,91.0,16723000
2016-11-16,91.389999,93.68,91.33000200000001,92.860001,92.860001,13024500
2016-11-17,94.709999,94.980003,93.639999,94.07,94.07,10380200
2016-11-18,94.849998,95.300003,92.66999799999999,93.389999,93.389999,10032600
2016-11-21,94.050003,94.660004,93.0,93.410004,93.410004,8960000
2016-11-22,94.239998,94.41999799999999,93.160004,93.209999,93.209999,10403600
2016-11-23,92.529999,93.400002,91.449997,93.029999,93.029999,11721700
2016-11-25,93.550003,93.75,92.769997,93.010002,93.010002,4868500
2016-11-28,93.019997,95.740997,93.0,93.760002,93.760002,14340100
2016-11-29,93.66999799999999,96.055,93.389999,94.989998,94.989998,14146900
2016-11-30,95.279999,95.480003,93.300003,94.019997,94.019997,11447700
2016-12-01,94.0,94.055,89.18,89.860001,89.860001,24030700
2016-12-02,90.379997,91.739998,89.949997,90.480003,90.480003,11718800
2016-12-05,90.050003,91.400002,89.57,90.989998,90.989998,8902600
2016-12-06,91.559998,91.93,89.959999,90.400002,90.400002,7787800
2016-12-07,90.519997,91.650002,89.5,91.07,91.07,13240000
2016-12-08,91.800003,93.08000200000001,91.029999,92.309998,92.309998,10919500
2016-12-09,92.510002,93.639999,92.279999,93.279999,93.279999,9177600
2016-12-12,92.050003,92.889999,91.699997,92.470001,92.470001,9355900
2016-12-13,92.800003,93.730003,91.870003,92.160004,92.160004,10491300
2016-12-14,91.83000200000001,92.260002,90.83000200000001,91.190002,91.190002,9153700
2016-12-15,90.0,90.599998,88.739998,88.849998,88.849998,19215500
2016-12-16,89.0,90.099998,88.559998,88.66999799999999,88.66999799999999,11274100
2016-12-19,88.610001,89.82,88.410004,88.93,88.93,10226300
2016-12-20,89.190002,90.309998,88.940002,89.839996,89.839996,8434700
2016-12-21,89.959999,90.43,89.25,89.25,89.25,9044900
2016-12-22,87.889999,88.260002,86.010002,86.800003,86.800003,14404500
2016-12-23,86.620003,87.68,86.620003,86.790001,86.790001,6344000
2016-12-27,86.720001,87.940002,86.709999,87.540001,87.540001,5228000
2016-12-28,88.300003,88.75,87.220001,87.370003,87.370003,6421100
2016-12-29,87.82,88.199997,87.160004,87.33000200000001,87.33000200000001,5431700
2016-12-30,87.57,88.099998,87.199997,87.809998,87.809998,7211100
2017-01-03,89.0,89.0,88.08000200000001,88.599998,88.599998,8789400
2017-01-04,88.985001,90.889999,88.58000200000001,90.510002,90.510002,11490200
2017-01-05,91.910004,94.809998,91.639999,94.370003,94.370003,16821500
2017-01-06,94.400002,94.5,93.0,93.889999,93.889999,7639800
2017-01-09,94.160004,95.650002,93.309998,94.720001,94.720001,10792900
2017-01-10,96.400002,97.903999,95.550003,96.75,96.75,14780600
2017-01-11,96.91999799999999,97.449997,95.599998,96.940002,96.940002,8735900
2017-01-12,96.849998,96.849998,94.800003,95.900002,95.900002,8424700
2017-01-13,95.949997,97.379997,95.760002,96.269997,96.269997,10701100
2017-01-17,96.32,96.589996,95.0,96.120003,96.120003,6301600
2017-01-18,96.269997,96.269997,95.260002,96.0,96.0,6610700
2017-01-19,96.41999799999999,96.699997,95.58000200000001,96.16999799999999,96.16999799999999,7090000
2017-01-20,96.449997,97.150002,95.670998,96.059998,96.059998,9685800
2017-01-23,96.480003,98.66999799999999,96.260002,98.410004,98.410004,14090300
2017-01-24,103.150002,103.190002,99.940002,101.43,101.43,37181500
2017-01-25,102.459999,104.269997,101.900002,104.059998,104.059998,23322800
2017-01-26,103.91999799999999,104.57,102.16999799999999,102.75,102.75,12504800
2017-01-27,102.25,102.699997,101.290001,102.07,102.07,8031000
2017-01-30,101.199997,101.459999,100.089996,101.019997,101.019997,8619800
2017-01-31,100.239998,102.089996,100.059998,101.309998,101.309998,7530000
2017-02-01,102.07,102.379997,100.870003,101.57,101.57,5736400
2017-02-02,101.279999,101.470001,100.559998,100.839996,100.839996,5371600
2017-02-03,101.5,101.559998,100.300003,100.389999,100.389999,6197600
2017-02-06,100.16999799999999,101.706001,100.019997,100.900002,100.900002,6866700
2017-02-07,101.040001,101.599998,100.5,100.83000200000001,100.83000200000001,5655600
2017-02-08,101.550003,103.989998,101.160004,103.57,103.57,10178500
2017-02-09,103.57,104.18,102.559998,103.339996,103.339996,8435800
2017-02-10,103.879997,103.940002,102.309998,102.360001,102.360001,7680300
2017-02-13,102.82,104.440002,102.620003,103.099998,103.099998,9729000
2017-02-14,103.139999,103.599998,100.896004,101.589996,101.589996,10192100
2017-02-15,102.059998,102.129997,100.110001,101.550003,101.550003,12384400
2017-02-16,101.860001,102.099998,100.5,100.82,100.82,7464000
2017-02-17,100.690002,101.730003,100.300003,100.519997,100.519997,8258200
2017-02-21,101.029999,102.540001,100.910004,102.120003,102.120003,8189600
2017-02-22,102.480003,105.199997,102.41999799999999,104.199997,104.199997,15779400
2017-02-23,104.720001,104.860001,101.82,102.459999,102.459999,10095600
2017-02-24,101.389999,103.0,101.300003,102.949997,102.949997,7356600
2017-02-27,102.5,103.824997,102.220001,103.599998,103.599998,6865900
2017-02-28,103.889999,103.989998,102.029999,102.900002,102.900002,8017500
2017-03-01,103.68,104.989998,103.209999,104.040001,104.040001,10331800
2017-03-02,103.800003,104.58000200000001,102.769997,103.190002,103.190002,7983000
2017-03-03,102.989998,103.41999799999999,102.440002,103.309998,103.309998,6320900
2017-03-06,102.760002,103.25,102.099998,102.309998,102.309998,6290700
2017-03-07,102.300003,103.307999,102.110001,102.629997,102.629997,4985200
2017-03-08,102.629997,104.290001,102.540001,103.220001,103.220001,7066700
2017-03-09,102.970001,103.75,102.760002,103.239998,103.239998,4523600
2017-03-10,103.43,103.699997,102.629997,103.389999,103.389999,4120700
2017-03-13,103.519997,106.25,103.470001,105.18,105.18,16118900
2017-03-14,104.610001,106.0,103.821999,104.25,104.25,7748400
2017-03-15,104.370003,104.489998,102.599998,103.690002,103.690002,11695200
2017-03-16,105.25,105.650002,104.30100300000001,105.629997,105.629997,12445200
2017-03-17,105.16999799999999,106.5,104.860001,105.610001,105.610001,8778900
2017-03-20,106.230003,108.199997,105.940002,107.25,107.25,12447900
2017-03-21,108.459999,108.699997,104.699997,105.089996,105.089996,13877700
2017-03-22,104.639999,106.120003,103.980003,106.089996,106.089996,7153000
2017-03-23,106.949997,108.83000200000001,106.440002,108.25,108.25,13410800
2017-03-24,108.400002,109.129997,107.230003,108.040001,108.040001,7578400
2017-03-27,106.650002,108.190002,106.510002,108.08000200000001,108.08000200000001,7709400
2017-03-28,108.230003,108.949997,107.459999,107.800003,107.800003,6472000
2017-03-29,107.970001,109.739998,107.690002,109.510002,109.510002,8788700
2017-03-30,109.728996,110.449997,108.660004,108.849998,108.849998,10592500
