time,data
1473412006, Symbol: APPL Seqno: 44 Price: 1683
1473412006, Symbol: APPL Seqno: 44 Price: 1683
1473412007, Symbol: APPL Seqno: 45 Price: 1612
1473412007, Symbol: APPL Seqno: 45 Price: 1612
1473412007, Symbol: APPL Seqno: 45 Price: 1612
1473412008, Symbol: APPL Seqno: 45 Price: 1612
1473412008, Symbol: APPL Seqno: 46 Price: 1698
1473412008, Symbol: APPL Seqno: 46 Price: 1698
1473412008, Symbol: APPL Seqno: 46 Price: 1698
1473412008, Symbol: APPL Seqno: 46 Price: 1698
1473412009, Symbol: APPL Seqno: 47 Price: 1553
1473412009, Symbol: APPL Seqno: 47 Price: 1553
1473412009, Symbol: APPL Seqno: 47 Price: 1553
1473412010, Symbol: APPL Seqno: 47 Price: 1553
1473412010, Symbol: APPL Seqno: 48 Price: 1674
1473412010, Symbol: APPL Seqno: 48 Price: 1674
1473412010, Symbol: APPL Seqno: 48 Price: 1674
1473412010, Symbol: APPL Seqno: 48 Price: 1674
1473412011, Symbol: APPL Seqno: 49 Price: 1677
1473412011, Symbol: APPL Seqno: 49 Price: 1677
1473412012, Symbol: APPL Seqno: 49 Price: 1677
1473412012, Symbol: APPL Seqno: 49 Price: 1677
1473412012, Symbol: APPL Seqno: 50 Price: 1635
1473412012, Symbol: APPL Seqno: 50 Price: 1635
1473412012, Symbol: APPL Seqno: 50 Price: 1635
1473412012, Symbol: APPL Seqno: 50 Price: 1635
1473412013, Symbol: APPL Seqno: 51 Price: 1531
1473412013, Symbol: APPL Seqno: 51 Price: 1531
1473412013, Symbol: APPL Seqno: 51 Price: 1531
1473412014, Symbol: APPL Seqno: 51 Price: 1531
1473412014, Symbol: APPL Seqno: 52 Price: 1621
1473412014, Symbol: APPL Seqno: 52 Price: 1621
1473412014, Symbol: APPL Seqno: 52 Price: 1621
1473412015, Symbol: APPL Seqno: 52 Price: 1621
1473412015, Symbol: APPL Seqno: 53 Price: 1614
1473412015, Symbol: APPL Seqno: 53 Price: 1614
1473412015, Symbol: APPL Seqno: 53 Price: 1614
1473412016, Symbol: APPL Seqno: 53 Price: 1614
1473412016, Symbol: APPL Seqno: 54 Price: 1540
1473412016, Symbol: APPL Seqno: 54 Price: 1540
1473412016, Symbol: APPL Seqno: 54 Price: 1540
1473412017, Symbol: APPL Seqno: 54 Price: 1540
1473412017, Symbol: APPL Seqno: 55 Price: 1545
1473412017, Symbol: APPL Seqno: 55 Price: 1545
1473412017, Symbol: APPL Seqno: 55 Price: 1545
1473412018, Symbol: APPL Seqno: 55 Price: 1545
1473412018, Symbol: APPL Seqno: 56 Price: 1549
1473412018, Symbol: APPL Seqno: 56 Price: 1549
1473412018, Symbol: APPL Seqno: 56 Price: 1549
1473412019, Symbol: APPL Seqno: 56 Price: 1549
1473412019, Symbol: APPL Seqno: 57 Price: 1540
1473412019, Symbol: APPL Seqno: 57 Price: 1540
1473412019, Symbol: APPL Seqno: 57 Price: 1540
1473412020, Symbol: APPL Seqno: 57 Price: 1540
1473412020, Symbol: APPL Seqno: 58 Price: 1500
1473412021, Symbol: APPL Seqno: 58 Price: 1500
1473412021, Symbol: APPL Seqno: 58 Price: 1500
1473412021, Symbol: APPL Seqno: 58 Price: 1500
1473412021, Symbol: APPL Seqno: 59 Price: 1579
1473412021, Symbol: APPL Seqno: 59 Price: 1579
1473412021, Symbol: APPL Seqno: 59 Price: 1579
1473412021, Symbol: APPL Seqno: 59 Price: 1579
1473412022, Symbol: APPL Seqno: 60 Price: 1549
1473412023, Symbol: APPL Seqno: 60 Price: 1549
1473412023, Symbol: APPL Seqno: 60 Price: 1549
1473412023, Symbol: APPL Seqno: 60 Price: 1549
1473412023, Symbol: APPL Seqno: 61 Price: 1612
1473412023, Symbol: APPL Seqno: 61 Price: 1612
1473412023, Symbol: APPL Seqno: 61 Price: 1612
1473412024, Symbol: APPL Seqno: 61 Price: 1612
1473412024, Symbol: APPL Seqno: 62 Price: 1516
1473412024, Symbol: APPL Seqno: 62 Price: 1516
1473412025, Symbol: APPL Seqno: 62 Price: 1516
1473412025, Symbol: APPL Seqno: 62 Price: 1516
1473412025, Symbol: APPL Seqno: 63 Price: 1553
1473412025, Symbol: APPL Seqno: 63 Price: 1553
1473412025, Symbol: APPL Seqno: 63 Price: 1553
1473412025, Symbol: APPL Seqno: 63 Price: 1553
1473412026, Symbol: APPL Seqno: 64 Price: 1684
1473412026, Symbol: APPL Seqno: 64 Price: 1684
1473412026, Symbol: APPL Seqno: 64 Price: 1684
1473412026, Symbol: APPL Seqno: 64 Price: 1684
1473412027, Symbol: APPL Seqno: 65 Price: 1586
1473412027, Symbol: APPL Seqno: 65 Price: 1586
1473412027, Symbol: APPL Seqno: 65 Price: 1586
1473412027, Symbol: APPL Seqno: 65 Price: 1586
1473412028, Symbol: APPL Seqno: 66 Price: 1577
1473412028, Symbol: APPL Seqno: 66 Price: 1577
1473412028, Symbol: APPL Seqno: 66 Price: 1577
1473412028, Symbol: APPL Seqno: 66 Price: 1577
1473412029, Symbol: APPL Seqno: 67 Price: 1651
1473412029, Symbol: APPL Seqno: 67 Price: 1651
1473412029, Symbol: APPL Seqno: 67 Price: 1651
1473412030, Symbol: APPL Seqno: 67 Price: 1651
1473412030, Symbol: APPL Seqno: 68 Price: 1510
1473412030, Symbol: APPL Seqno: 68 Price: 1510
1473412030, Symbol: APPL Seqno: 68 Price: 1510
1473412030, Symbol: APPL Seqno: 68 Price: 1510
1473412031, Symbol: APPL Seqno: 69 Price: 1506
1473412031, Symbol: APPL Seqno: 69 Price: 1506
1473412032, Symbol: APPL Seqno: 69 Price: 1506
1473412032, Symbol: APPL Seqno: 69 Price: 1506
1473412032, Symbol: APPL Seqno: 70 Price: 1672
1473412032, Symbol: APPL Seqno: 70 Price: 1672
1473412033, Symbol: APPL Seqno: 70 Price: 1672
1473412033, Symbol: APPL Seqno: 70 Price: 1672
1473412033, Symbol: APPL Seqno: 71 Price: 1658
1473412033, Symbol: APPL Seqno: 71 Price: 1658
1473412033, Symbol: APPL Seqno: 71 Price: 1658
1473412033, Symbol: APPL Seqno: 71 Price: 1658
1473412034, Symbol: APPL Seqno: 72 Price: 1682
1473412034, Symbol: APPL Seqno: 72 Price: 1682
1473412034, Symbol: APPL Seqno: 72 Price: 1682
1473412035, Symbol: APPL Seqno: 72 Price: 1682
1473412035, Symbol: APPL Seqno: 73 Price: 1665
1473412035, Symbol: APPL Seqno: 73 Price: 1665
1473412035, Symbol: APPL Seqno: 73 Price: 1665
1473412036, Symbol: APPL Seqno: 73 Price: 1665
1473412036, Symbol: APPL Seqno: 74 Price: 1560
1473412036, Symbol: APPL Seqno: 74 Price: 1560
1473412036, Symbol: APPL Seqno: 74 Price: 1560
1473412037, Symbol: APPL Seqno: 74 Price: 1560
1473412037, Symbol: APPL Seqno: 75 Price: 1657
1473412037, Symbol: APPL Seqno: 75 Price: 1657
1473412037, Symbol: APPL Seqno: 75 Price: 1657
1473412038, Symbol: APPL Seqno: 75 Price: 1657
1473412038, Symbol: APPL Seqno: 76 Price: 1595
1473412038, Symbol: APPL Seqno: 76 Price: 1595
1473412039, Symbol: APPL Seqno: 76 Price: 1595
1473412039, Symbol: APPL Seqno: 76 Price: 1595
1473412039, Symbol: APPL Seqno: 77 Price: 1525
1473412039, Symbol: APPL Seqno: 77 Price: 1525
1473412039, Symbol: APPL Seqno: 77 Price: 1525
1473412040, Symbol: APPL Seqno: 77 Price: 1525
1473412040, Symbol: APPL Seqno: 78 Price: 1533
1473412040, Symbol: APPL Seqno: 78 Price: 1533
1473412040, Symbol: APPL Seqno: 78 Price: 1533
1473412040, Symbol: APPL Seqno: 78 Price: 1533
1473412041, Symbol: APPL Seqno: 79 Price: 1590
1473412042, Symbol: APPL Seqno: 79 Price: 1590
1473412042, Symbol: APPL Seqno: 79 Price: 1590
1473412042, Symbol: APPL Seqno: 79 Price: 1590
1473412042, Symbol: APPL Seqno: 80 Price: 1541
1473412042, Symbol: APPL Seqno: 80 Price: 1541
1473412043, Symbol: APPL Seqno: 80 Price: 1541
1473412043, Symbol: APPL Seqno: 80 Price: 1541
1473412043, Symbol: APPL Seqno: 81 Price: 1539
1473412043, Symbol: APPL Seqno: 81 Price: 1539
1473412043, Symbol: APPL Seqno: 81 Price: 1539
1473412043, Symbol: APPL Seqno: 81 Price: 1539
1473412044, Symbol: APPL Seqno: 82 Price: 1672
1473412044, Symbol: APPL Seqno: 82 Price: 1672
1473412044, Symbol: APPL Seqno: 82 Price: 1672
1473412045, Symbol: APPL Seqno: 82 Price: 1672
1473412045, Symbol: APPL Seqno: 83 Price: 1675
1473412045, Symbol: APPL Seqno: 83 Price: 1675
1473412046, Symbol: APPL Seqno: 83 Price: 1675
1473412046, Symbol: APPL Seqno: 83 Price: 1675
1473412046, Symbol: APPL Seqno: 84 Price: 1520
1473412046, Symbol: APPL Seqno: 84 Price: 1520
1473412046, Symbol: APPL Seqno: 84 Price: 1520
1473412046, Symbol: APPL Seqno: 84 Price: 1520
1473412047, Symbol: APPL Seqno: 85 Price: 1608
1473412047, Symbol: APPL Seqno: 85 Price: 1608
1473412047, Symbol: APPL Seqno: 85 Price: 1608
1473412048, Symbol: APPL Seqno: 85 Price: 1608
1473412048, Symbol: APPL Seqno: 86 Price: 1535
1473412048, Symbol: APPL Seqno: 86 Price: 1535
1473412048, Symbol: APPL Seqno: 86 Price: 1535
1473412049, Symbol: APPL Seqno: 86 Price: 1535
1473412049, Symbol: APPL Seqno: 87 Price: 1604
1473412049, Symbol: APPL Seqno: 87 Price: 1604
1473412050, Symbol: APPL Seqno: 87 Price: 1604
1473412050, Symbol: APPL Seqno: 87 Price: 1604
1473412050, Symbol: APPL Seqno: 88 Price: 1622
1473412050, Symbol: APPL Seqno: 88 Price: 1622
1473412051, Symbol: APPL Seqno: 88 Price: 1622
1473412051, Symbol: APPL Seqno: 88 Price: 1622
1473412051, Symbol: APPL Seqno: 89 Price: 1613
1473412051, Symbol: APPL Seqno: 89 Price: 1613
1473412052, Symbol: APPL Seqno: 89 Price: 1613
1473412052, Symbol: APPL Seqno: 89 Price: 1613
1473412052, Symbol: APPL Seqno: 90 Price: 1698
1473412052, Symbol: APPL Seqno: 90 Price: 1698
1473412052, Symbol: APPL Seqno: 90 Price: 1698
1473412053, Symbol: APPL Seqno: 90 Price: 1698
1473412053, Symbol: APPL Seqno: 91 Price: 1665
1473412053, Symbol: APPL Seqno: 91 Price: 1665
1473412054, Symbol: APPL Seqno: 91 Price: 1665
1473412054, Symbol: APPL Seqno: 91 Price: 1665
1473412054, Symbol: APPL Seqno: 92 Price: 1537
1473412054, Symbol: APPL Seqno: 92 Price: 1537
1473412054, Symbol: APPL Seqno: 92 Price: 1537
1473412055, Symbol: APPL Seqno: 92 Price: 1537
1473412055, Symbol: APPL Seqno: 93 Price: 1647
1473412055, Symbol: APPL Seqno: 93 Price: 1647
1473412055, Symbol: APPL Seqno: 93 Price: 1647
1473412056, Symbol: APPL Seqno: 93 Price: 1647
1473412056, Symbol: APPL Seqno: 94 Price: 1566
1473412056, Symbol: APPL Seqno: 94 Price: 1566
1473412057, Symbol: APPL Seqno: 94 Price: 1566
1473412057, Symbol: APPL Seqno: 94 Price: 1566
1473412057, Symbol: APPL Seqno: 95 Price: 1571
1473412057, Symbol: APPL Seqno: 95 Price: 1571
1473412058, Symbol: APPL Seqno: 95 Price: 1571
1473412058, Symbol: APPL Seqno: 96 Price: 1513
1473412058, Symbol: APPL Seqno: 96 Price: 1513
1473412059, Symbol: APPL Seqno: 96 Price: 1513
1473412059, Symbol: APPL Seqno: 96 Price: 1513
1473412059, Symbol: APPL Seqno: 97 Price: 1508
1473412059, Symbol: APPL Seqno: 97 Price: 1508
1473412059, Symbol: APPL Seqno: 97 Price: 1508
1473412059, Symbol: APPL Seqno: 97 Price: 1508
1473412060, Symbol: APPL Seqno: 98 Price: 1627
1473412060, Symbol: APPL Seqno: 98 Price: 1627
1473412060, Symbol: APPL Seqno: 98 Price: 1627
1473412060, Symbol: APPL Seqno: 98 Price: 1627
1473412061, Symbol: APPL Seqno: 99 Price: 1673
1473412061, Symbol: APPL Seqno: 99 Price: 1673
1473412062, Symbol: APPL Seqno: 99 Price: 1673
1473412062, Symbol: APPL Seqno: 99 Price: 1673
1473412062, Symbol: APPL Seqno: 100 Price: 1662
1473412062, Symbol: APPL Seqno: 100 Price: 1662
1473412062, Symbol: APPL Seqno: 100 Price: 1662
1473412063, Symbol: APPL Seqno: 100 Price: 1662
1473412063, Symbol: APPL Seqno: 101 Price: 1571
1473412064, Symbol: APPL Seqno: 101 Price: 1571
1473412064, Symbol: APPL Seqno: 101 Price: 1571
1473412064, Symbol: APPL Seqno: 101 Price: 1571
1473412064, Symbol: APPL Seqno: 102 Price: 1605
1473412064, Symbol: APPL Seqno: 102 Price: 1605
1473412064, Symbol: APPL Seqno: 102 Price: 1605
1473412065, Symbol: APPL Seqno: 102 Price: 1605
1473412065, Symbol: APPL Seqno: 103 Price: 1548
1473412065, Symbol: APPL Seqno: 103 Price: 1548
1473412066, Symbol: APPL Seqno: 103 Price: 1548
1473412066, Symbol: APPL Seqno: 103 Price: 1548
1473412066, Symbol: APPL Seqno: 104 Price: 1541
1473412067, Symbol: APPL Seqno: 104 Price: 1541
1473412067, Symbol: APPL Seqno: 104 Price: 1541
1473412067, Symbol: APPL Seqno: 104 Price: 1541
1473412067, Symbol: APPL Seqno: 105 Price: 1591
1473412067, Symbol: APPL Seqno: 105 Price: 1591
1473412068, Symbol: APPL Seqno: 105 Price: 1591
1473412068, Symbol: APPL Seqno: 105 Price: 1591
1473412068, Symbol: APPL Seqno: 106 Price: 1689
1473412068, Symbol: APPL Seqno: 106 Price: 1689
1473412068, Symbol: APPL Seqno: 106 Price: 1689
1473412068, Symbol: APPL Seqno: 106 Price: 1689
1473412069, Symbol: APPL Seqno: 107 Price: 1559
1473412069, Symbol: APPL Seqno: 107 Price: 1559
1473412069, Symbol: APPL Seqno: 107 Price: 1559
1473412070, Symbol: APPL Seqno: 107 Price: 1559
1473412070, Symbol: APPL Seqno: 108 Price: 1562
1473412070, Symbol: APPL Seqno: 108 Price: 1562
1473412071, Symbol: APPL Seqno: 108 Price: 1562
1473412071, Symbol: APPL Seqno: 108 Price: 1562
1473412071, Symbol: APPL Seqno: 109 Price: 1547
1473412071, Symbol: APPL Seqno: 109 Price: 1547
1473412071, Symbol: APPL Seqno: 109 Price: 1547
1473412072, Symbol: APPL Seqno: 109 Price: 1547
1473412072, Symbol: APPL Seqno: 110 Price: 1533
1473412072, Symbol: APPL Seqno: 110 Price: 1533
1473412072, Symbol: APPL Seqno: 110 Price: 1533
1473412073, Symbol: APPL Seqno: 110 Price: 1533
1473412073, Symbol: APPL Seqno: 111 Price: 1575
1473412073, Symbol: APPL Seqno: 111 Price: 1575
1473412074, Symbol: APPL Seqno: 111 Price: 1575
1473412074, Symbol: APPL Seqno: 111 Price: 1575
1473412074, Symbol: APPL Seqno: 112 Price: 1602
1473412074, Symbol: APPL Seqno: 112 Price: 1602
1473412075, Symbol: APPL Seqno: 112 Price: 1602
1473412075, Symbol: APPL Seqno: 112 Price: 1602
1473412075, Symbol: APPL Seqno: 113 Price: 1578
1473412075, Symbol: APPL Seqno: 113 Price: 1578
1473412076, Symbol: APPL Seqno: 113 Price: 1578
1473412076, Symbol: APPL Seqno: 113 Price: 1578
1473412076, Symbol: APPL Seqno: 114 Price: 1545
1473412076, Symbol: APPL Seqno: 114 Price: 1545
1473412076, Symbol: APPL Seqno: 114 Price: 1545
1473412077, Symbol: APPL Seqno: 114 Price: 1545
1473412077, Symbol: APPL Seqno: 115 Price: 1584
1473412077, Symbol: APPL Seqno: 115 Price: 1584
1473412077, Symbol: APPL Seqno: 115 Price: 1584
1473412077, Symbol: APPL Seqno: 115 Price: 1584
1473412078, Symbol: APPL Seqno: 116 Price: 1687
1473412078, Symbol: APPL Seqno: 116 Price: 1687
1473412078, Symbol: APPL Seqno: 116 Price: 1687
1473412079, Symbol: APPL Seqno: 116 Price: 1687
1473412079, Symbol: APPL Seqno: 117 Price: 1560
1473412079, Symbol: APPL Seqno: 117 Price: 1560
1473412080, Symbol: APPL Seqno: 117 Price: 1560
1473412080, Symbol: APPL Seqno: 117 Price: 1560
1473412080, Symbol: APPL Seqno: 118 Price: 1578
1473412080, Symbol: APPL Seqno: 118 Price: 1578
1473412080, Symbol: APPL Seqno: 118 Price: 1578
1473412080, Symbol: APPL Seqno: 118 Price: 1578
1473412081, Symbol: APPL Seqno: 119 Price: 1529
1473412081, Symbol: APPL Seqno: 119 Price: 1529
1473412081, Symbol: APPL Seqno: 119 Price: 1529
1473412082, Symbol: APPL Seqno: 119 Price: 1529
1473412082, Symbol: APPL Seqno: 120 Price: 1574
1473412083, Symbol: APPL Seqno: 120 Price: 1574
1473412083, Symbol: APPL Seqno: 120 Price: 1574
1473412083, Symbol: APPL Seqno: 120 Price: 1574
1473412083, Symbol: APPL Seqno: 121 Price: 1527
1473412083, Symbol: APPL Seqno: 121 Price: 1527
1473412084, Symbol: APPL Seqno: 121 Price: 1527
1473412084, Symbol: APPL Seqno: 121 Price: 1527
1473412084, Symbol: APPL Seqno: 122 Price: 1543
1473412084, Symbol: APPL Seqno: 122 Price: 1543
1473412085, Symbol: APPL Seqno: 122 Price: 1543
1473412085, Symbol: APPL Seqno: 122 Price: 1543
1473412085, Symbol: APPL Seqno: 123 Price: 1670
1473412085, Symbol: APPL Seqno: 123 Price: 1670
1473412085, Symbol: APPL Seqno: 123 Price: 1670
1473412085, Symbol: APPL Seqno: 123 Price: 1670
1473412086, Symbol: APPL Seqno: 124 Price: 1672
1473412086, Symbol: APPL Seqno: 124 Price: 1672
1473412086, Symbol: APPL Seqno: 124 Price: 1672
1473412086, Symbol: APPL Seqno: 124 Price: 1672
