Date,AAPL,AMZN,FB,GOOG,MSFT
2017-06-13,146.01658600000002,980.7899779999999,150.679993,953.400024,70.275581
2017-06-12,144.85116599999998,964.909973,148.440002,942.900024,69.41019399999999
2017-06-09,148.397247,978.3099980000001,149.600006,949.830017,69.947327
2017-06-08,154.38374299999998,1010.2700199999999,154.71000700000002,983.409973,71.568687
2017-06-07,154.76225300000002,1010.070007,153.119995,980.9400019999999,72.00636300000001
2017-06-06,153.845856,1003.0,152.809998,976.570007,72.135666
2017-06-05,153.32788100000002,1011.340027,153.630005,983.679993,71.89694200000001
2017-06-02,154.841934,1006.7299800000001,153.610001,975.599976,71.3797
2017-06-01,152.580811,995.9500119999999,151.529999,966.9500119999999,69.728493
2017-05-31,152.16246,994.6199949999999,151.46000700000002,964.8599849999999,69.469872
2017-05-30,153.068893,996.7000119999999,152.380005,975.8800050000001,70.036858
2017-05-26,153.00914,995.7800289999999,152.130005,971.4699710000001,69.589233
2017-05-25,153.268112,993.3800050000001,151.96000700000002,969.5399779999999,69.25104499999999
2017-05-24,152.740189,980.349976,150.03999299999998,954.9600220000001,68.40554
2017-05-23,153.198395,971.5399779999999,148.070007,948.820007,68.316025
2017-05-22,153.38765,970.669983,148.240005,941.8599849999999,68.087234
2017-05-19,152.461288,959.840027,148.059998,934.01001,67.33126800000001
2017-05-18,151.943314,958.48999,147.66000400000001,930.23999,67.351158
2017-05-17,149.662277,944.76001,144.850006,919.6199949999999,67.122383
2017-05-16,154.861862,966.070007,149.779999,943.0,69.04216
2017-05-15,155.090958,957.9699710000001,150.190002,937.080017,67.679413
2017-05-12,155.48941000000002,961.349976,150.330002,932.2199710000001,67.629959
2017-05-11,153.347809,947.6199949999999,150.03999299999998,930.599976,67.709076
2017-05-10,152.032974,948.9500119999999,150.28999299999998,928.7800289999999,68.549751
2017-05-09,152.757141,952.820007,150.479996,932.169983,68.28272199999999
2017-05-08,151.784973,949.0399779999999,151.059998,934.2999880000001,68.183823
2017-05-05,147.76741,934.150024,150.240005,927.1300050000001,68.243156
2017-05-04,145.35685700000002,937.5300289999999,150.850006,931.659973,68.05524399999999
2017-05-03,145.882614,941.0300289999999,151.800003,927.0399779999999,68.322281
2017-05-02,146.32901,946.9400019999999,152.779999,916.4400019999999,68.53987099999999
2017-05-01,145.406448,948.2299800000001,152.46000700000002,912.570007,68.648666
2017-04-28,142.499893,924.98999,150.25,905.9600220000001,67.709076
2017-04-27,142.638794,918.3800050000001,147.699997,874.25,67.521164
2017-04-26,142.529663,909.2899779999999,146.559998,871.7299800000001,67.085999
2017-04-25,143.372864,907.6199949999999,146.490005,872.2999880000001,67.175003
2017-04-24,142.48998999999998,907.409973,145.470001,862.76001,66.789284
2017-04-21,141.130966,898.5300289999999,143.679993,843.1900019999999,65.671677
2017-04-20,141.299591,902.0599980000001,143.800003,841.650024,64.781548
2017-04-19,139.553696,899.2000119999999,142.270004,838.210022,64.326599
2017-04-18,140.06951899999999,903.7800289999999,140.96000700000002,836.820007,64.67276
2017-04-17,140.69448899999998,901.98999,141.419998,837.169983,64.761772
2017-04-13,139.92073100000002,884.669983,139.389999,823.5599980000001,64.237579
2017-04-12,140.664734,896.2299800000001,139.580002,824.320007,64.514511
2017-04-11,140.496094,902.3599849999999,139.919998,823.349976,64.761772
2017-04-10,142.02375800000002,907.0399779999999,141.03999299999998,824.72998,64.81121800000001
2017-04-07,142.192398,894.8800050000001,140.779999,824.669983,64.959579
2017-04-06,142.509842,898.2800289999999,141.169998,827.880005,65.009033
2017-04-05,142.866959,909.2800289999999,141.850006,831.409973,64.840889
2017-04-04,143.610962,906.830017,141.729996,834.570007,65.009033
2017-04-03,142.54951499999999,891.51001,142.279999,838.549988,64.831001
2017-03-31,142.509842,886.5399779999999,142.050003,829.5599980000001,65.13760400000001
2017-03-30,142.777664,876.340027,142.41000400000001,831.5,64.98925
2017-03-29,142.966141,874.320007,142.649994,831.409973,64.75188399999999
2017-03-28,142.64871200000002,856.0,141.759995,820.919983,64.573853
2017-03-27,139.752106,846.820007,140.320007,819.51001,64.385933
2017-03-24,139.51400800000002,845.6099849999999,140.33999599999999,814.429993,64.267258
2017-03-23,139.79176299999997,847.3800050000001,139.529999,817.580017,64.158463
2017-03-22,140.287766,848.0599980000001,139.58999599999999,829.590027,64.316704
2017-03-21,138.72041299999998,843.2000119999999,138.509995,830.460022,63.505699
2017-03-20,140.32745400000002,856.9699710000001,139.940002,848.400024,64.217804
2017-03-17,138.869217,852.3099980000001,139.83999599999999,852.1199949999999,64.158463
2017-03-16,139.563614,853.419983,139.990005,848.7800289999999,63.930983999999995
2017-03-15,139.335464,852.9699710000001,139.720001,847.2000119999999,64.03978000000001
2017-03-14,137.877228,852.5300289999999,139.320007,845.6199949999999,63.703509999999994
2017-03-13,138.08554099999998,854.590027,139.600006,845.5399779999999,64.000214
2017-03-10,138.026016,852.4600220000001,138.78999299999998,843.25,64.217804
2017-03-09,137.56968700000002,853.0,138.240005,838.679993,64.020004
2017-03-08,137.887146,850.5,137.720001,835.369995,64.277138
2017-03-07,138.402985,846.0200199999999,137.300003,831.909973,63.693615
2017-03-06,138.224426,846.6099849999999,137.419998,827.780029,63.565041
2017-03-03,138.660889,849.8800050000001,137.169998,829.080017,63.545258
2017-03-02,137.847473,848.909973,136.759995,830.630005,63.307896
2017-03-01,138.670807,853.080017,137.419998,835.23999,64.227699
2017-02-28,135.89325,845.0399779999999,135.53999299999998,823.210022,63.278220999999995
2017-02-27,135.83371,848.6400150000001,136.41000400000001,829.280029,63.525482
2017-02-24,135.565887,845.23999,135.440002,828.6400150000001,63.911205
2017-02-23,135.43692,852.1900019999999,135.360001,831.330017,63.911205
2017-02-22,136.012268,855.6099849999999,136.119995,830.76001,63.654053000000005
2017-02-21,135.60556,856.4400019999999,133.720001,831.659973,63.782627000000005
2017-02-17,134.633408,845.070007,133.529999,828.070007,63.911205
2017-02-16,134.266357,844.1400150000001,133.83999599999999,824.159973,63.812298
2017-02-15,134.425079,842.7000119999999,133.440002,818.97998,63.822189
2017-02-14,133.93901100000002,836.3900150000001,133.850006,820.450012,63.861748
2017-02-13,132.222839,836.530029,134.050003,819.23999,63.624386
2017-02-10,131.062225,827.460022,134.190002,813.669983,62.916568999999996
2017-02-09,131.359818,821.3599849999999,134.139999,809.5599980000001,62.975552
2017-02-08,130.417435,819.710022,134.199997,808.380005,62.267745999999995
2017-02-07,129.913696,812.5,131.83999599999999,806.969971,62.35621999999999
2017-02-06,128.68893400000002,807.6400150000001,132.059998,801.340027,62.562668
2017-02-03,127.49380500000001,810.200012,130.979996,801.48999,62.601986
2017-02-02,126.950554,839.9500119999999,130.83999599999999,798.530029,62.10061999999999
2017-02-01,127.167854,832.349976,133.229996,795.695007,62.50368100000001
2017-01-31,119.858795,823.47998,130.320007,796.789978,63.55556899999999
2017-01-30,120.135345,830.380005,130.979996,802.320007,64.027435
2017-01-27,120.451416,835.77002,132.179993,823.3099980000001,64.66643499999999
2017-01-26,120.441551,839.150024,132.779999,832.150024,63.18199499999999
2017-01-25,120.382278,836.52002,131.479996,835.669983,62.601986
2017-01-24,118.49575800000001,822.4400019999999,129.369995,823.869995,62.444697999999995
2017-01-23,118.604401,817.880005,128.929993,819.3099980000001,61.894176
2017-01-20,118.525383,808.330017,127.040001,805.02002,61.677898
2017-01-19,118.30808300000001,809.039978,127.550003,802.174988,61.24535
2017-01-18,118.51550300000001,807.47998,127.91999799999999,806.070007,61.441967000000005
2017-01-17,118.525383,809.719971,127.870003,804.6099849999999,61.471455000000006
2017-01-13,117.577179,817.1400150000001,128.33999599999999,807.880005,61.638580000000005
2017-01-12,117.784599,813.6400150000001,126.620003,806.3599849999999,61.550102
2017-01-11,118.278458,799.02002,126.089996,807.909973,62.120284999999996
2017-01-10,117.646317,795.900024,124.349998,804.789978,61.559932999999994
2017-01-09,117.527794,796.919983,124.900002,806.650024,61.57959399999999
2017-01-06,116.461075,795.98999,123.410004,806.150024,61.77620699999999
2017-01-05,115.17703999999999,780.450012,120.66999799999999,794.02002,61.24535
2017-01-04,114.594292,757.179993,118.690002,786.900024,61.24535
2017-01-03,114.72269399999999,753.669983,116.860001,786.1400150000001,61.520610999999995
2016-12-30,114.396751,749.869995,115.050003,771.820007,61.088055000000004
2016-12-29,115.29557,765.150024,116.349998,782.789978,61.835196999999994
2016-12-28,115.325203,772.130005,116.91999799999999,785.049988,61.923668000000006
2016-12-27,115.81905400000001,771.400024,118.010002,791.549988,62.208755000000004
2016-12-23,115.08814199999999,760.590027,117.269997,789.909973,62.169441000000006
2016-12-22,114.860977,766.340027,117.400002,791.26001,62.474185999999996
2016-12-21,115.621513,770.599976,119.040001,794.5599980000001,62.464358999999995
2016-12-20,115.512863,771.219971,119.089996,796.419983,62.464358999999995
2016-12-19,115.206673,766.0,119.239998,794.200012,62.543003000000006
2016-12-16,114.54490700000001,757.77002,119.870003,790.799988,61.24535
2016-12-15,114.396751,761.0,120.57,797.849976,61.520610999999995
2016-12-14,113.77448999999999,768.820007,120.209999,797.070007,61.618916000000006
2016-12-13,113.77448999999999,774.340027,120.309998,796.099976,61.913837
2016-12-12,111.90772199999999,760.119995,117.769997,789.27002,61.11755
2016-12-09,112.549728,768.659973,119.68,789.289978,60.92094
2016-12-08,110.742218,767.330017,118.910004,776.419983,59.977183999999994
2016-12-07,109.665604,770.419983,117.949997,771.1900019999999,60.331097
2016-12-06,108.598877,764.719971,117.309998,759.1099849999999,58.935134999999995
2016-12-05,107.769203,759.3599849999999,117.43,762.52002,59.200565000000005
2016-12-02,108.5495,740.340027,115.400002,750.5,58.246979
2016-12-01,108.144531,743.650024,115.099998,747.919983,58.197826
2016-11-30,109.16188000000001,750.570007,118.41999799999999,758.039978,59.239883
2016-11-29,110.090332,762.52002,120.870003,770.840027,60.055836
2016-11-28,110.198975,766.77002,120.410004,768.23999,59.583957999999996
2016-11-25,110.416275,780.369995,120.379997,761.679993,59.505309999999994
2016-11-23,109.86315900000001,780.119995,120.839996,760.98999,59.377514
2016-11-22,110.426147,785.330017,121.470001,768.27002,60.085322999999995
2016-11-21,110.35701,780.0,121.769997,769.200012,59.829727
2016-11-18,108.707527,760.159973,117.019997,760.539978,59.328362
2016-11-17,108.598877,756.400024,117.790001,771.22998,59.613453
2016-11-16,108.63838200000001,746.48999,116.339996,764.47998,58.640213
2016-11-15,105.793777,743.23999,117.199997,758.48999,57.873413
2016-11-14,104.41098000000001,719.070007,115.08000200000001,736.080017,56.752712
2016-11-11,107.09755700000001,739.01001,119.019997,754.02002,57.631542
2016-11-10,106.465424,742.380005,120.800003,762.5599980000001,57.31906899999999
2016-11-09,109.51745600000001,771.880005,123.18,785.3099980000001,58.754486
2016-11-08,109.69523600000001,787.75,124.220001,790.51001,59.047428000000004
2016-11-07,109.053238,784.929993,122.150002,782.52002,58.998608
2016-11-04,107.502518,755.049988,120.75,762.02002,57.328835
2016-11-03,108.480354,767.030029,120.0,762.130005,57.817069999999994
2016-11-02,109.655731,765.5599980000001,127.16999799999999,768.700012,58.031898
2016-11-01,109.557465,785.409973,129.5,783.6099849999999,58.393192000000006
2016-10-31,111.57193000000001,789.820007,130.990005,784.539978,58.510365
2016-10-28,111.74881699999999,776.320007,131.28999299999998,795.369995,58.461548
2016-10-27,112.495644,818.3599849999999,129.690002,795.349976,58.686133999999996
2016-10-26,113.586395,822.590027,131.03999299999998,799.070007,59.203667
2016-10-25,116.200294,835.179993,132.28999299999998,807.669983,59.555199
2016-10-24,115.61068,838.090027,133.279999,813.1099849999999,59.564964
2016-10-21,114.57888,818.98999,132.070007,799.369995,58.256485
2016-10-20,115.030914,810.320007,130.0,796.969971,55.903187
2016-10-19,115.089874,817.6900019999999,130.110001,801.5,56.176593999999994
2016-10-18,115.433815,817.650024,128.570007,795.26001,56.303535
2016-10-17,115.512428,812.950012,127.540001,779.960022,55.87389
2016-10-14,115.59103400000001,822.960022,127.879997,778.530029,56.069182999999995
2016-10-13,114.952301,829.280029,127.82,778.1900019999999,55.580940000000005
2016-10-12,115.30606100000001,834.090027,129.050003,786.1400150000001,55.766476000000004
2016-10-11,114.28408799999998,831.0,128.880005,783.070007,55.844593
2016-10-10,114.03842900000001,841.7100220000001,130.240005,785.9400019999999,56.674595
2016-10-07,112.082916,839.429993,128.990005,775.080017,56.440243
2016-10-06,111.91586299999999,841.659973,128.740005,776.8599849999999,56.38166
2016-10-05,111.09043100000001,844.3599849999999,128.470001,776.469971,56.28400799999999
2016-10-04,111.04128999999999,834.030029,128.190002,776.429993,55.893414
2016-10-03,110.569603,836.73999,128.770004,772.5599980000001,56.069182999999995
2016-09-30,111.09043100000001,837.3099980000001,128.270004,777.289978,56.244946
2016-09-29,110.235504,829.049988,128.08999599999999,775.01001,56.049652
2016-09-28,111.974823,828.719971,129.229996,781.5599980000001,56.664832999999994
2016-09-27,111.129723,816.1099849999999,128.690002,783.01001,56.586712
2016-09-26,110.923363,799.159973,127.309998,774.210022,55.561417000000006
2016-09-23,110.756317,805.75,127.959999,786.900024,56.078945
2016-09-22,112.63321699999999,804.700012,130.080002,787.210022,56.45976999999999
2016-09-21,111.58175700000001,789.73999,129.940002,776.219971,56.401176
2016-09-20,111.60141000000002,780.219971,128.639999,771.409973,55.473537
2016-09-19,111.61123700000002,775.099976,128.649994,765.700012,55.590709999999994
2016-09-16,112.928009,778.52002,129.070007,768.880005,55.903187
2016-09-15,113.56674199999999,769.6900019999999,128.350006,771.76001,55.844593
2016-09-14,109.832603,761.090027,127.769997,762.48999,54.93646999999999
2016-09-13,106.078827,761.01001,127.209999,759.6900019999999,55.200118999999994
2016-09-12,103.612335,771.48999,128.690002,769.02002,55.707886
2016-09-09,101.34236899999999,760.1400150000001,127.099998,759.659973,54.887646
2016-09-08,103.690956,784.0599980000001,130.270004,775.320007,56.078945
2016-09-07,106.48172,784.47998,131.050003,780.349976,56.303535
2016-09-06,105.833153,788.869995,129.729996,780.080017,56.254715000000004
2016-09-02,105.862648,772.4400019999999,126.510002,771.460022,56.313301
2016-09-01,104.87998200000001,770.619995,126.16999799999999,768.780029,56.23518000000001
2016-08-31,104.260887,769.159973,126.120003,767.049988,56.108238
2016-08-30,104.162621,767.580017,125.839996,769.090027,56.528126
2016-08-29,104.968414,771.289978,126.540001,772.150024,56.733185
2016-08-26,105.08633400000001,769.0,124.959999,769.539978,56.664832999999994
2016-08-25,105.70541399999999,759.219971,123.889999,769.409973,56.801536999999996
2016-08-24,106.15744,757.25,123.480003,769.6400150000001,56.586712
2016-08-23,106.963219,762.450012,124.370003,772.080017,56.528126
2016-08-22,106.62912,759.47998,124.150002,772.150024,56.313301
2016-08-19,107.464386,757.3099980000001,123.559998,775.419983,56.264477
2016-08-18,107.189247,764.460022,123.910004,777.5,56.244946
2016-08-17,107.32682,764.630005,124.370003,779.909973,56.205887
2016-08-16,107.48403200000001,764.039978,123.300003,777.1400150000001,56.088710999999996
2016-08-15,107.582306,768.48999,123.900002,782.4400019999999,56.401180000000004
2016-08-12,106.30483999999998,772.5599980000001,124.879997,783.219971,56.226505
2016-08-11,106.059174,771.23999,124.900002,784.849976,56.575858999999994
2016-08-10,106.12796000000002,768.5599980000001,124.879997,784.679993,56.304142000000006
2016-08-09,106.92392,768.3099980000001,125.059998,784.26001,56.478825
2016-08-08,106.491547,766.5599980000001,125.260002,781.76001,56.34296
2016-08-05,105.61696599999999,765.97998,125.150002,782.219971,56.245914
2016-08-04,104.034889,760.77002,124.360001,771.6099849999999,55.692776
2016-08-03,103.396149,754.6400150000001,122.510002,773.179993,55.285198
2016-08-02,102.115791,760.580017,123.089996,771.070007,54.906734
2016-08-01,103.650261,767.73999,124.309998,772.880005,54.906734
2016-07-29,101.85189799999999,758.8099980000001,123.940002,768.789978,55.003772999999995
2016-07-28,101.978951,752.6099849999999,125.0,745.909973,54.547668
2016-07-27,100.62041500000001,736.669983,123.339996,741.77002,54.528259
2016-07-26,94.48252099999999,735.590027,121.220001,738.419983,55.08140600000001
2016-07-25,95.137352,739.6099849999999,121.629997,739.77002,55.052292
2016-07-22,96.42749,744.8599849999999,121.0,742.73999,54.897022
2016-07-21,97.18006899999999,744.429993,120.610001,738.630005,54.149795999999995
2016-07-20,97.698074,745.719971,121.91999799999999,741.1900019999999,54.25654599999999
2016-07-19,97.610107,739.950012,120.610001,736.960022,51.519943
2016-07-18,97.571014,736.070007,119.370003,733.780029,52.364212
2016-07-15,96.544777,735.4400019999999,116.860001,719.849976,52.1119
2016-07-14,96.554558,741.200012,117.290001,720.950012,52.150719
2016-07-13,94.678001,742.630005,116.779999,716.97998,51.927517
2016-07-12,95.215546,748.210022,117.93,720.6400150000001,51.636390999999996
2016-07-11,94.7855,753.780029,117.870003,715.090027,51.034729
2016-07-08,94.492294,745.8099980000001,117.239998,705.630005,50.753307
2016-07-07,93.76904300000001,736.570007,115.849998,695.3599849999999,49.860512
2016-07-06,93.368317,737.6099849999999,116.699997,697.77002,49.860512
2016-07-05,92.840523,728.099976,114.199997,694.950012,49.656723
2016-07-01,93.720169,725.679993,114.190002,699.210022,49.647018
2016-06-30,93.436729,715.619995,114.279999,692.099976,49.656723
2016-06-29,92.263885,715.599976,114.160004,684.1099849999999,49.045349
2016-06-28,91.47221400000001,707.950012,112.699997,680.039978,47.977886
2016-06-27,89.957291,691.3599849999999,108.970001,668.26001,46.997757
2016-06-24,91.286514,698.960022,112.08000200000001,675.219971,48.35635
2016-06-23,93.925415,722.080017,115.08000200000001,701.869995,50.374836
2016-06-22,93.38787099999999,710.599976,113.910004,697.460022,49.482048
2016-06-21,93.739723,715.820007,114.379997,695.9400019999999,49.676128000000006
2016-06-20,92.948044,714.01001,113.370003,693.710022,48.589252
2016-06-17,93.172836,706.3900150000001,113.019997,691.719971,48.64748
2016-06-16,95.342613,717.51001,114.389999,710.3599849999999,48.899788
2016-06-15,94.941887,714.26001,114.599998,718.919983,48.220490000000005
2016-06-14,95.254646,719.299988,114.940002,718.27002,48.35635
2016-06-13,95.137352,715.23999,113.949997,718.3599849999999,48.657181
2016-06-10,96.593636,717.909973,116.620003,719.409973,49.957553999999995
2016-06-09,97.395081,727.650024,118.559998,728.580017,50.09341
2016-06-08,96.701157,726.6400150000001,118.389999,728.280029,50.500992
2016-06-07,96.789108,723.73999,117.760002,716.650024,50.559216
2016-06-06,96.398163,726.72998,118.790001,716.549988,50.588333
2016-06-03,95.704224,725.539978,118.470001,722.340027,50.258389
2016-06-02,95.508759,728.23999,118.93,730.400024,50.927979
2016-06-01,96.232025,719.4400019999999,118.779999,734.150024,51.287037
2016-05-31,97.600334,722.789978,118.809998,735.719971,51.432602
2016-05-27,98.079239,712.23999,119.379997,732.659973,50.772713
2016-05-26,98.137901,714.909973,119.470001,724.119995,50.355422999999995
2016-05-25,97.36576099999999,708.349976,117.889999,725.27002,50.578625
2016-05-24,95.684692,704.200012,117.699997,720.090027,50.064304
2016-05-23,94.24794,696.75,115.970001,704.23999,48.550438
2016-05-20,93.065338,702.799988,117.349998,709.73999,49.122993
2016-05-19,92.068405,698.52002,116.809998,700.320007,48.83186
2016-05-18,92.420265,697.450012,117.650002,706.630005,49.307365000000004
2016-05-17,91.37447399999999,695.27002,117.349998,706.22998,49.016239
2016-05-16,91.75565300000001,710.659973,118.66999799999999,716.48999,49.947849
2016-05-13,88.47168,709.919983,119.809998,710.830017,49.22509
2016-05-12,88.295753,717.929993,120.279999,713.3099980000001,49.639469
2016-05-11,90.416656,713.22998,119.519997,715.289978,49.196171
2016-05-10,91.306053,703.070007,120.5,723.179993,49.167263
2016-05-09,90.690315,679.75,119.239998,712.900024,48.251762
2016-05-06,90.621895,673.950012,119.489998,711.119995,48.560143
2016-05-05,91.130135,659.090027,117.809998,701.429993,48.12648
2016-05-04,91.501541,670.900024,118.059998,695.700012,48.059025
2016-05-03,92.46328000000001,671.320007,117.43,692.3599849999999,47.972294
2016-05-02,90.967239,683.849976,118.57,698.210022,48.772156
2016-04-29,91.064392,659.590027,117.58000200000001,693.01001,48.059025
2016-04-28,92.12326800000001,602.0,116.730003,691.02002,48.087933
2016-04-27,95.02793100000001,606.570007,108.889999,705.840027,49.090164
2016-04-26,101.37152900000001,616.880005,108.760002,708.1400150000001,49.572006
2016-04-25,102.080704,626.200012,110.099998,723.150024,50.217686
2016-04-22,102.663574,620.5,110.559998,718.77002,49.899665999999996
2016-04-21,102.945305,631.0,113.440002,759.1400150000001,53.754406
