,Height (feet),Speed,Length (feet),Number of Inversions,Drop (feet),Time,Vertical Angle (degrees),G Force,Sum,排名,Name
84,0.06573485858991955,0.044627969729649115,0.021855884907326328,0.07060823881952795,0.12100696575023283,0.07123586760903487,0.027458759540927535,0.32950511449113046,0.7520336594377486,101,Boomerang Coast to Coaster
85,0.06573485858991955,0.044627969729649115,0.021855884907326328,0.07060823881952795,0.12100696575023283,0.07123586760903487,0.027458759540927535,0.32950511449113046,0.7520336594377486,102,Boomerang
89,0.06573485858991955,0.044627969729649115,0.021855884907326328,0.07060823881952795,0.12100696575023283,0.07123586760903487,0.027458759540927535,0.32950511449113046,0.7520336594377486,103,Boomerang
90,0.06573485858991955,0.044627969729649115,0.021855884907326328,0.07060823881952795,0.12100696575023283,0.07123586760903487,0.027458759540927535,0.32950511449113046,0.7520336594377486,104,Boomerang
78,0.06460854167631178,0.0516744912659095,0.09486061157693719,0.1176803980325466,0.06643519688248077,0.09082573120151946,0.07017238549348148,0.19470756765384978,0.7509649237830366,105,Firehawk
19,0.03742676016124406,0.07516289638677745,0.07558493530450355,0.09414431842603727,0.04191744565204143,0.04185107222030799,0.15865061068091466,0.22466257806213438,0.7494006168939608,106,Poltergeist
270,0.132262644287019,0.12213970662851335,0.033308975706679414,0.0,0.11705248974532326,0.0569886940872279,0.13729379770463768,0.14977505204142294,0.7488213602008236,107,Stealth
119,0.08916225039296134,0.08009546146215973,0.11637044497323085,0.1412164776390559,0.07988041529917331,0.07568810933459955,0.015254866411626409,0.14977505204142294,0.7474430775542301,108,Pyrenees
274,0.13444019031999405,0.11509318509225298,0.15739272672845417,0.0,0.1534336689904913,0.11308693982934286,0.07017238549348148,0.0,0.7436190964540168,109,Superman the Ride
20,0.038327813692130286,0.06811637485051707,0.09677300150632824,0.07060823881952795,0.06168982567658928,0.03739883049474331,0.07017238549348148,0.2995501040828459,0.7426365746161634,110,Rock 'n' Roller Coaster
248,0.09314190348770883,0.09536292479072388,0.12096625188291031,0.0,0.09490742411782967,0.0819212477503901,0.10373309159905958,0.14977505204142294,0.7398078956700453,111,New Texas Giant
266,0.12843316678075256,0.11039550406807938,0.16346380586937817,0.0,0.14077934577478068,0.13534814845716625,0.061019465646505636,0.0,0.7394394365966627,112,Steel Force
168,0.0,0.12448854714060016,0.020092539970844956,0.0,0.021354170426511672,0.13534814845716625,0.13729379770463768,0.2995501040828459,0.7381273077826066,113,Terminator Salvation: The Coaster
272,0.13368931237758885,0.1080466635559926,0.15921405047073137,0.0,0.13366128896594345,0.13534814845716625,0.061019465646505636,0.0,0.7309789294739282,114,Wild Thing
265,0.12843316678075256,0.11039550406807938,0.10275301446013836,0.0,0.1534336689904913,0.10863469810377817,0.12203893129301127,0.0,0.725688983696251,115,Skyrush
88,0.06573485858991955,0.044627969729649115,0.021855884907326328,0.07060823881952795,0.021354170426511672,0.07123586760903487,0.1006821183167343,0.32950511449113046,0.7256042228898343,116,Boomerang
263,0.12843316678075256,0.09865130150764541,0.12946576268020388,0.0,0.11705248974532326,0.11308693982934286,0.13729379770463768,0.0,0.7239834582479056,117,Goliath
116,0.08788575789087254,0.06341869382634348,0.08833420150044391,0.1412164776390559,0.06485340648051693,0.10863469810377817,0.015254866411626409,0.14977505204142294,0.7193731538940603,118,Silver Bullet
109,0.08112785640922586,0.06811637485051707,0.10852053964401613,0.1412164776390559,0.07276235849033608,0.09616842127219707,0.0,0.14977505204142294,0.717687080346771,119,Raptor
76,0.0631067857915014,0.07986057741095104,0.08320413962636314,0.1412164776390559,0.06089893047560737,0.1237723199706981,0.015254866411626409,0.14977505204142294,0.7170891493672263,120,Afterburn
61,0.06010327402188067,0.06341869382634348,0.09425350366284478,0.07060823881952795,0.05615355926971588,0.12199142328047223,0.1006821183167343,0.14977505204142294,0.7169858632389422,121,Wicked Cyclone
140,0.10440507262378663,0.09865130150764541,0.11535050367755563,0.1412164776390559,0.0972801097207754,0.11308693982934286,0.04576459923487923,0.0,0.715755004233041,122,Superman Krypton Coaster
118,0.08916225039296134,0.06553265028722159,0.0930635721512237,0.1412164776390559,0.07592593929426374,0.09973021465264882,0.0,0.14977505204142294,0.714406156458798,123,Phaethon
75,0.0631067857915014,0.06341869382634348,0.09841219287437772,0.023536079606509316,0.06089893047560737,0.09260662789174534,0.027458759540927535,0.2845725988787036,0.7140106688857157,124,New Revolution
141,0.10590682850859699,0.07986057741095104,0.1028137252515476,0.09414431842603727,0.06643519688248077,0.09973021465264882,0.015254866411626409,0.14977505204142294,0.7139207795853119,125,Tatsu
51,0.05709976225225993,0.0516744912659095,0.07522067055604811,0.1176803980325466,0.04191744565204143,0.0819212477503901,0.13729379770463768,0.14977505204142294,0.7125828652552563,126,Goliath
217,0.05214396783238571,0.10499317089027976,0.1249367376410746,0.0,0.05615355926971588,0.12199142328047223,0.1006821183167343,0.14977505204142294,0.7106760292720854,127,Taron
4,0.022634464695861913,0.06576753433843027,0.07913651660194407,0.04707215921301863,0.06168982567658928,0.0569886940872279,0.07627433205813205,0.2995501040828459,0.70911363075405,128,Doble Loop
107,0.07962610052441549,0.07046521536260386,0.0878788705648746,0.09414431842603727,0.07355325369131799,0.13534814845716625,0.015254866411626409,0.14977505204142294,0.7060458254794648,129,Talon
71,0.06032853740460222,0.05096983911228346,0.06209196191380001,0.1176803980325466,0.04191744565204143,0.06055048746767964,0.15865061068091466,0.14977505204142294,0.701964332305291,130,Raptor
72,0.06032853740460222,0.05096983911228346,0.06209196191380001,0.1176803980325466,0.04191744565204143,0.06055048746767964,0.15865061068091466,0.14977505204142294,0.701964332305291,131,Firewhip
39,0.053345372540234,0.05872101280216989,0.0906108561782904,0.07060823881952795,0.05615355926971588,0.12199142328047223,0.1006821183167343,0.14977505204142294,0.7018876332485676,132,Joker
132,0.09209067436834156,0.0873768670496288,0.03829029614180754,0.04707215921301863,0.12100696575023283,0.02849434704361395,0.13729379770463768,0.14977505204142294,0.7014001593127039,133,Abismo
128,0.09088926966049327,0.07986057741095104,0.019670296416593694,0.023536079606509316,0.021354170426511672,0.02849434704361395,0.13729379770463768,0.2995501040828459,0.7006486423521565,134,Sky Scream
242,0.07684785213751631,0.07727685284765556,0.15914423306061073,0.0,0.14077934577478068,0.18521325578349068,0.061019465646505636,0.0,0.7002810052505596,135,Gao
121,0.0893875137756829,0.06341869382634348,0.017757906487202643,0.023536079606509316,0.12100696575023283,0.007123586760903487,0.07627433205813205,0.2995501040828459,0.6980551823478526,136,Montezooma's Revenge
30,0.05184361665542363,0.07046521536260386,0.08453977703736641,0.07060823881952795,0.049826397661860575,0.0819212477503901,0.13729379770463768,0.14977505204142294,0.6962733430332332,137,Medusa Steel Coaster
267,0.12993492266556292,0.1056978230439058,0.14698082600176957,0.0,0.1431520313777264,0.10863469810377817,0.061019465646505636,0.0,0.6954197668392484,138,Raging Bull
81,0.06573485858991955,0.044627969729649115,0.021855884907326328,0.07060823881952795,0.06406251127953502,0.07123586760903487,0.027458759540927535,0.32950511449113046,0.6950892049670508,139,Boomerang
82,0.06573485858991955,0.044627969729649115,0.021855884907326328,0.07060823881952795,0.06406251127953502,0.07123586760903487,0.027458759540927535,0.32950511449113046,0.6950892049670508,140,Boomerang
56,0.059352396079475477,0.0516744912659095,0.07124411371874291,0.1176803980325466,0.04286651989321973,0.0819212477503901,0.027458759540927535,0.23964008326627664,0.6918380095474884,141,Great White
54,0.05785064019466511,0.05637217229008309,0.04811330219182254,0.07060823881952795,0.12891591776005196,0.04185107222030799,0.13729379770463768,0.14977505204142294,0.6907801932225193,142,RailBlazer
36,0.053345372540234,0.06341869382634348,0.06517303457781892,0.07060823881952795,0.05615355926971588,0.06411228084813139,0.16780353052789052,0.14977505204142294,0.6903897624510851,143,Saw - The Ride
97,0.06911380933074289,0.06811637485051707,0.14494701448956002,0.04707215921301863,0.07988041529917331,0.1709660822616837,0.10678406488138487,0.0,0.6868799203260805,144,Twisted Colossus
110,0.08172855876315001,0.05872101280216989,0.015390185622242288,0.023536079606509316,0.12100696575023283,0.007123586760903487,0.07627433205813205,0.2995501040828459,0.6833308254461857,145,Katapul
77,0.06460854167631178,0.0516744912659095,0.09486061157693719,0.1176803980325466,0.05773534967167971,0.08370214444061598,0.015254866411626409,0.19470756765384978,0.6802239707294769,146,Batwing
38,0.053345372540234,0.052379143419535534,0.08514688495145882,0.07060823881952795,0.049826397661860575,0.07924990271505129,0.13729379770463768,0.14977505204142294,0.6776247898537288,147,Time Traveler
41,0.05462186504232282,0.05096983911228346,0.07613436796675717,0.18828863685207453,0.05615355926971588,0.02849434704361395,0.06712141221115621,0.14977505204142294,0.6715590795393469,148,Flight of the Phoenix
34,0.05214396783238571,0.03993028870547552,0.0781287174645507,0.2353607960650932,0.049826397661860575,0.0569886940872279,0.15865061068091466,0.0,0.6710294724975083,149,Colossus
105,0.07684785213751631,0.08009546146215973,0.06318779169873678,0.023536079606509316,0.05615355926971588,0.06055048746767964,0.15865061068091466,0.14977505204142294,0.6687968943646553,150,Fluch von Novgorod
182,0.0270646445560525,0.09395362048347182,0.030567883474552242,0.0,0.12100696575023283,0.04185107222030799,0.12814087785766184,0.22466257806213438,0.6672476424044136,151,Oblivion
156,0.1306858006079681,0.09160477997138503,0.13848131520447596,0.04707215921301863,0.09253473851488392,0.11753918155490754,0.04576459923487923,0.0,0.6636825743015183,152,Big Apple Coaster
214,0.05214396783238571,0.036407027937345335,0.0004462243168579122,0.0,0.12100696575023283,0.0819212477503901,0.13729379770463768,0.22466257806213438,0.653881809353984,153,Half Pipe
52,0.05709976225225993,0.09865130150764541,0.1285551008090653,0.04707215921301863,0.05773534967167971,0.10863469810377817,0.1525486641162641,0.0,0.6502970356737112,154,Maverick
