,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState,lat,lon,Rat
103,2010,VA,ALBEMARLE,51,3,51003,Hydrocodone,7,282,41462,38.03333,-78.55,0.006801408518643577
104,2010,VA,ALBEMARLE,51,3,51003,Oxycodone,3,282,41462,38.03333,-78.55,0.006801408518643577
105,2010,VA,ALLEGHANY,51,5,51005,Hydrocodone,13,154,41462,37.78333,-80.00056,0.003714244368337273
106,2010,VA,ALLEGHANY,51,5,51005,Tramadol,1,154,41462,37.78333,-80.00056,0.003714244368337273
110,2010,VA,AMELIA,51,7,51007,Hydrocodone,2,94,41462,37.35,-78.01666999999999,0.0022671361728811923
111,2010,VA,AMHERST,51,9,51009,Hydromorphone,5,411,41462,37.61667,-79.25056,0.00991269113887415
112,2010,VA,ARLINGTON,51,13,51013,Morphine,6,610,41462,38.86667,-77.1,0.014712266653803483
115,2010,VA,AUGUSTA,51,15,51015,Propoxyphene,1,344,41462,38.16667,-79.11667,0.008296753653948193
118,2010,VA,BATH,51,17,51017,Oxycodone,2,40,41462,38.06667,-79.73333000000001,0.0009647387969707201
122,2010,VA,BEDFORD,51,19,51019,Hydromorphone,2,177,41462,37.3,-79.56667,0.004268969176595437
126,2010,VA,BLAND,51,21,51021,Hydrocodone,4,25,41462,37.15,-81.13333,0.0006029617481067001
127,2010,VA,BLAND,51,21,51021,Oxycodone,4,25,41462,37.15,-81.13333,0.0006029617481067001
136,2010,VA,BRISTOL,51,520,51520,Morphine,13,276,41462,40.81667,-82.26666999999999,0.006656697699097969
138,2010,VA,BUCHANAN,51,27,51027,Hydrocodone,23,185,41462,37.25056,-82.03333,0.004461916935989581
140,2010,VA,BUENA VISTA CITY,51,530,51530,Oxycodone,2,44,41462,40.76667,-84.08333,0.0010612126766677923
145,2010,VA,CAMPBELL,51,31,51031,Oxycodone,6,209,41462,37.23333,-79.1,0.005040760214172013
146,2010,VA,CAMPBELL,51,31,51031,Oxymorphone,1,209,41462,37.23333,-79.1,0.005040760214172013
147,2010,VA,CARROLL,51,35,51035,Hydrocodone,12,166,41462,36.73333,-80.7,0.004003666007428489
153,2010,VA,CHARLOTTESVILLE CITY,51,540,51540,Oxycodone,4,264,41462,40.00028,-80.96667,0.006367276060006753
154,2010,VA,CHESAPEAKE CITY,51,550,51550,Oxycodone,12,881,41462,40.55,-84.25028,0.02124837200328011
158,2010,VA,CLARKE,51,43,51043,Tramadol,1,35,41462,39.11667,-77.96667,0.0008441464473493801
167,2010,VA,COLONIAL HEIGHTS CITY,51,570,51570,Fentanyl,1,190,41462,37.4315734,-78.65689420000001,0.0045825092856109206
168,2010,VA,COLONIAL HEIGHTS CITY,51,570,51570,Hydromorphone,2,190,41462,37.4315734,-78.65689420000001,0.0045825092856109206
169,2010,VA,COLONIAL HEIGHTS CITY,51,570,51570,Methadone,1,190,41462,37.4315734,-78.65689420000001,0.0045825092856109206
171,2010,VA,CRAIG,51,45,51045,Hydrocodone,7,69,41462,37.48333,-80.18333,0.0016641744247744923
174,2010,VA,CULPEPER,51,47,51047,Oxycodone,34,492,41462,38.50028,-77.96667,0.011866287202739858
175,2010,VA,CULPEPER,51,47,51047,Oxymorphone,1,492,41462,38.50028,-77.96667,0.011866287202739858
177,2010,VA,CUMBERLAND,51,49,51049,Hydrocodone,3,64,41462,37.50028,-78.25028,0.0015435820751531523
186,2010,VA,DICKENSON,51,51,51051,Oxycodone,18,103,41462,37.13333,-82.35,0.0024842024021996044
187,2010,VA,DICKENSON,51,51,51051,Oxymorphone,1,103,41462,37.13333,-82.35,0.0024842024021996044
188,2010,VA,DINWIDDIE,51,53,51053,Hydrocodone,1,131,41462,37.06667,-77.63333,0.0031595195600791085
194,2010,VA,ESSEX,51,57,51057,Morphine,1,94,41462,37.95,-76.95,0.0022671361728811923
195,2010,VA,FAIRFAX,51,59,51059,Codeine,5,3337,41462,38.85,-77.35,0.08048333413728233
196,2010,VA,FAIRFAX,51,59,51059,Methorphan,1,3337,41462,38.85,-77.35,0.08048333413728233
197,2010,VA,FAIRFAX CITY,51,600,51600,Hydrocodone,2,148,41462,41.43333,-81.66667,0.0035695335487916646
198,2010,VA,FAIRFAX CITY,51,600,51600,Methorphan,2,148,41462,41.43333,-81.66667,0.0035695335487916646
200,2010,VA,ALBEMARLE,51,3,51003,Heroin,4,282,41462,38.03333,-78.55,0.006801408518643577
201,2010,VA,ALEXANDRIA CITY,51,510,51510,Methadone,2,427,41462,40.62528,-80.12528,0.010298586657662439
202,2010,VA,ALLEGHANY,51,5,51005,Fentanyl,3,154,41462,37.78333,-80.00056,0.003714244368337273
203,2010,VA,ALLEGHANY,51,5,51005,Methadone,4,154,41462,37.78333,-80.00056,0.003714244368337273
208,2010,VA,AMHERST,51,9,51009,Codeine,3,411,41462,37.61667,-79.25056,0.00991269113887415
209,2010,VA,AMHERST,51,9,51009,Morphine,1,411,41462,37.61667,-79.25056,0.00991269113887415
216,2010,VA,AUGUSTA,51,15,51015,Oxycodone,9,344,41462,38.16667,-79.11667,0.008296753653948193
220,2010,VA,BEDFORD CITY,51,515,51515,Oxycodone,1,4,41462,37.00222,-79.86667,9.647387969707202e-05
227,2010,VA,BOTETOURT,51,23,51023,Buprenorphine,2,175,41462,37.56667,-79.78333,0.004220732236746901
228,2010,VA,BOTETOURT,51,23,51023,Hydrocodone,9,175,41462,37.56667,-79.78333,0.004220732236746901
238,2010,VA,BUCHANAN,51,27,51027,Oxycodone,98,185,41462,37.25056,-82.03333,0.004461916935989581
249,2010,VA,CAMPBELL,51,31,51031,Fentanyl,1,209,41462,37.23333,-79.1,0.005040760214172013
250,2010,VA,CAROLINE,51,33,51033,Hydromorphone,1,138,41462,38.03333,-77.35,0.0033283488495489846
252,2010,VA,CARROLL,51,35,51035,Heroin,2,166,41462,36.73333,-80.7,0.004003666007428489
257,2010,VA,CHARLOTTE,51,37,51037,Codeine,1,75,41462,37.0,-78.68333,0.0018088852443201003
258,2010,VA,CHARLOTTE,51,37,51037,Hydrocodone,2,75,41462,37.0,-78.68333,0.0018088852443201003
259,2010,VA,CHARLOTTESVILLE CITY,51,540,51540,Heroin,3,264,41462,40.00028,-80.96667,0.006367276060006753
260,2010,VA,CHESAPEAKE CITY,51,550,51550,Buprenorphine,7,881,41462,40.55,-84.25028,0.02124837200328011
261,2010,VA,CHESAPEAKE CITY,51,550,51550,Codeine,2,881,41462,40.55,-84.25028,0.02124837200328011
262,2010,VA,CHESAPEAKE CITY,51,550,51550,Hydrocodone,14,881,41462,40.55,-84.25028,0.02124837200328011
264,2010,VA,CHESTERFIELD,51,41,51041,Heroin,69,1331,41462,37.38333,-77.6,0.03210168346920071
265,2010,VA,CHESTERFIELD,51,41,51041,Methadone,6,1331,41462,37.38333,-77.6,0.03210168346920071
270,2010,VA,CLARKE,51,43,51043,Heroin,4,35,41462,39.11667,-77.96667,0.0008441464473493801
279,2010,VA,CRAIG,51,45,51045,Heroin,12,69,41462,37.48333,-80.18333,0.0016641744247744923
280,2010,VA,CRAIG,51,45,51045,Methadone,2,69,41462,37.48333,-80.18333,0.0016641744247744923
285,2010,VA,CUMBERLAND,51,49,51049,Heroin,2,64,41462,37.50028,-78.25028,0.0015435820751531523
291,2010,VA,DICKENSON,51,51,51051,Methadone,2,103,41462,37.13333,-82.35,0.0024842024021996044
292,2010,VA,DINWIDDIE,51,53,51053,Oxycodone,8,131,41462,37.06667,-77.63333,0.0031595195600791085
294,2010,VA,EMPORIA CITY,51,595,51595,Oxycodone,25,91,41462,40.26667,-83.00028,0.0021947807631083885
297,2010,VA,ESSEX,51,57,51057,Hydrocodone,1,94,41462,37.95,-76.95,0.0022671361728811923
300,2010,VA,ACCOMACK,51,1,51001,Hydrocodone,6,84,41462,37.75,-75.66667,0.0020259514736385123
305,2010,VA,ALEXANDRIA CITY,51,510,51510,Oxycodone,5,427,41462,40.62528,-80.12528,0.010298586657662439
306,2010,VA,AMELIA,51,7,51007,Fentanyl,1,94,41462,37.35,-78.01666999999999,0.0022671361728811923
307,2010,VA,AMELIA,51,7,51007,Oxycodone,1,94,41462,37.35,-78.01666999999999,0.0022671361728811923
308,2010,VA,AMHERST,51,9,51009,Heroin,7,411,41462,37.61667,-79.25056,0.00991269113887415
309,2010,VA,AMHERST,51,9,51009,Propoxyphene,2,411,41462,37.61667,-79.25056,0.00991269113887415
311,2010,VA,ARLINGTON,51,13,51013,Oxycodone,38,610,41462,38.86667,-77.1,0.014712266653803483
312,2010,VA,ARLINGTON,51,13,51013,Tramadol,4,610,41462,38.86667,-77.1,0.014712266653803483
320,2010,VA,AUGUSTA,51,15,51015,Hydromorphone,2,344,41462,38.16667,-79.11667,0.008296753653948193
321,2010,VA,AUGUSTA,51,15,51015,Methadone,3,344,41462,38.16667,-79.11667,0.008296753653948193
332,2010,VA,BLAND,51,21,51021,Oxymorphone,1,25,41462,37.15,-81.13333,0.0006029617481067001
335,2010,VA,BOTETOURT,51,23,51023,Methadone,1,175,41462,37.56667,-79.78333,0.004220732236746901
341,2010,VA,BRISTOL,51,520,51520,Oxycodone,45,276,41462,40.81667,-82.26666999999999,0.006656697699097969
342,2010,VA,BRISTOL,51,520,51520,Oxymorphone,1,276,41462,40.81667,-82.26666999999999,0.006656697699097969
346,2010,VA,BUCHANAN,51,27,51027,Hydromorphone,1,185,41462,37.25056,-82.03333,0.004461916935989581
347,2010,VA,BUCKINGHAM,51,29,51029,Oxycodone,9,136,41462,37.55,-78.56667,0.0032801119097004487
348,2010,VA,BUENA VISTA CITY,51,530,51530,Hydrocodone,2,44,41462,40.76667,-84.08333,0.0010612126766677923
349,2010,VA,BUENA VISTA CITY,51,530,51530,Morphine,1,44,41462,40.76667,-84.08333,0.0010612126766677923
366,2010,VA,CHARLOTTESVILLE CITY,51,540,51540,Morphine,1,264,41462,40.00028,-80.96667,0.006367276060006753
367,2010,VA,CHESTERFIELD,51,41,51041,Codeine,3,1331,41462,37.38333,-77.6,0.03210168346920071
373,2010,VA,CLARKE,51,43,51043,Morphine,1,35,41462,39.11667,-77.96667,0.0008441464473493801
377,2010,VA,COLONIAL HEIGHTS CITY,51,570,51570,Buprenorphine,1,190,41462,37.4315734,-78.65689420000001,0.0045825092856109206
381,2010,VA,CRAIG,51,45,51045,Morphine,2,69,41462,37.48333,-80.18333,0.0016641744247744923
386,2010,VA,CUMBERLAND,51,49,51049,Methadone,1,64,41462,37.50028,-78.25028,0.0015435820751531523
390,2010,VA,DANVILLE CITY,51,590,51590,Methadone,8,332,41462,40.75028,-80.75028,0.008007332014856977
403,2010,VA,ALBEMARLE,51,3,51003,Codeine,2,282,41462,38.03333,-78.55,0.006801408518643577
404,2010,VA,ALBEMARLE,51,3,51003,Methadone,3,282,41462,38.03333,-78.55,0.006801408518643577
405,2010,VA,ALEXANDRIA CITY,51,510,51510,Buprenorphine,1,427,41462,40.62528,-80.12528,0.010298586657662439
409,2010,VA,AMELIA,51,7,51007,Hydromorphone,1,94,41462,37.35,-78.01666999999999,0.0022671361728811923
410,2010,VA,AMHERST,51,9,51009,Hydrocodone,31,411,41462,37.61667,-79.25056,0.00991269113887415
411,2010,VA,ARLINGTON,51,13,51013,Buprenorphine,8,610,41462,38.86667,-77.1,0.014712266653803483
433,2010,VA,BOTETOURT,51,23,51023,Fentanyl,1,175,41462,37.56667,-79.78333,0.004220732236746901
434,2010,VA,BOTETOURT,51,23,51023,Morphine,10,175,41462,37.56667,-79.78333,0.004220732236746901
442,2010,VA,BRUNSWICK,51,25,51025,Fentanyl,1,131,41462,36.75083,-77.85,0.0031595195600791085
443,2010,VA,BUCHANAN,51,27,51027,Codeine,1,185,41462,37.25056,-82.03333,0.004461916935989581
444,2010,VA,BUCHANAN,51,27,51027,Methadone,12,185,41462,37.25056,-82.03333,0.004461916935989581
445,2010,VA,BUCKINGHAM,51,29,51029,Buprenorphine,1,136,41462,37.55,-78.56667,0.0032801119097004487
446,2010,VA,BUCKINGHAM,51,29,51029,Propoxyphene,2,136,41462,37.55,-78.56667,0.0032801119097004487
448,2010,VA,BUENA VISTA CITY,51,530,51530,Propoxyphene,1,44,41462,40.76667,-84.08333,0.0010612126766677923
457,2010,VA,CAMPBELL,51,31,51031,Methadone,3,209,41462,37.23333,-79.1,0.005040760214172013
462,2010,VA,CARROLL,51,35,51035,Codeine,1,166,41462,36.73333,-80.7,0.004003666007428489
465,2010,VA,CHESAPEAKE CITY,51,550,51550,Heroin,119,881,41462,40.55,-84.25028,0.02124837200328011
466,2010,VA,CHESAPEAKE CITY,51,550,51550,Propoxyphene,2,881,41462,40.55,-84.25028,0.02124837200328011
468,2010,VA,CHESTERFIELD,51,41,51041,Buprenorphine,10,1331,41462,37.38333,-77.6,0.03210168346920071
469,2010,VA,CHESTERFIELD,51,41,51041,Propoxyphene,1,1331,41462,37.38333,-77.6,0.03210168346920071
480,2010,VA,COLONIAL HEIGHTS CITY,51,570,51570,Hydrocodone,13,190,41462,37.4315734,-78.65689420000001,0.0045825092856109206
481,2010,VA,COLONIAL HEIGHTS CITY,51,570,51570,Tramadol,1,190,41462,37.4315734,-78.65689420000001,0.0045825092856109206
486,2010,VA,CULPEPER,51,47,51047,Heroin,18,492,41462,38.50028,-77.96667,0.011866287202739858
487,2010,VA,CULPEPER,51,47,51047,Methadone,14,492,41462,38.50028,-77.96667,0.011866287202739858
489,2010,VA,DANVILLE CITY,51,590,51590,Morphine,4,332,41462,40.75028,-80.75028,0.008007332014856977
490,2010,VA,DANVILLE CITY,51,590,51590,Tramadol,3,332,41462,40.75028,-80.75028,0.008007332014856977
505,2010,VA,ALBEMARLE,51,3,51003,Buprenorphine,1,282,41462,38.03333,-78.55,0.006801408518643577
506,2010,VA,ALEXANDRIA CITY,51,510,51510,Hydrocodone,3,427,41462,40.62528,-80.12528,0.010298586657662439
507,2010,VA,ALLEGHANY,51,5,51005,Buprenorphine,1,154,41462,37.78333,-80.00056,0.003714244368337273
508,2010,VA,ALLEGHANY,51,5,51005,Morphine,5,154,41462,37.78333,-80.00056,0.003714244368337273
515,2010,VA,ARLINGTON,51,13,51013,Codeine,3,610,41462,38.86667,-77.1,0.014712266653803483
516,2010,VA,ARLINGTON,51,13,51013,Hydrocodone,7,610,41462,38.86667,-77.1,0.014712266653803483
527,2010,VA,BEDFORD,51,19,51019,Oxycodone,6,177,41462,37.3,-79.56667,0.004268969176595437
528,2010,VA,BEDFORD CITY,51,515,51515,Hydrocodone,1,4,41462,37.00222,-79.86667,9.647387969707202e-05
533,2010,VA,BOTETOURT,51,23,51023,Heroin,20,175,41462,37.56667,-79.78333,0.004220732236746901
540,2010,VA,BRISTOL,51,520,51520,Hydromorphone,3,276,41462,40.81667,-82.26666999999999,0.006656697699097969
543,2010,VA,BRUNSWICK,51,25,51025,Heroin,4,131,41462,36.75083,-77.85,0.0031595195600791085
558,2010,VA,CAROLINE,51,33,51033,Heroin,5,138,41462,38.03333,-77.35,0.0033283488495489846
559,2010,VA,CARROLL,51,35,51035,Buprenorphine,6,166,41462,36.73333,-80.7,0.004003666007428489
560,2010,VA,CARROLL,51,35,51035,Morphine,3,166,41462,36.73333,-80.7,0.004003666007428489
563,2010,VA,CHARLOTTESVILLE CITY,51,540,51540,Hydrocodone,4,264,41462,40.00028,-80.96667,0.006367276060006753
565,2010,VA,CHESTERFIELD,51,41,51041,Hydrocodone,39,1331,41462,37.38333,-77.6,0.03210168346920071
566,2010,VA,CHESTERFIELD,51,41,51041,Tramadol,3,1331,41462,37.38333,-77.6,0.03210168346920071
574,2010,VA,COLONIAL HEIGHTS CITY,51,570,51570,Oxycodone,9,190,41462,37.4315734,-78.65689420000001,0.0045825092856109206
579,2010,VA,CULPEPER,51,47,51047,Hydromorphone,11,492,41462,38.50028,-77.96667,0.011866287202739858
582,2010,VA,DANVILLE CITY,51,590,51590,Oxymorphone,1,332,41462,40.75028,-80.75028,0.008007332014856977
594,2010,VA,FAIRFAX,51,59,51059,Buprenorphine,21,3337,41462,38.85,-77.35,0.08048333413728233
597,2010,VA,FALLS CHURCH CITY,51,610,51610,Buprenorphine,1,65,41462,39.18333,-84.53333,0.0015677005450774203
605,2010,VA,ALEXANDRIA CITY,51,510,51510,Hydromorphone,1,427,41462,40.62528,-80.12528,0.010298586657662439
606,2010,VA,ALLEGHANY,51,5,51005,Oxycodone,6,154,41462,37.78333,-80.00056,0.003714244368337273
613,2010,VA,AMELIA,51,7,51007,Buprenorphine,2,94,41462,37.35,-78.01666999999999,0.0022671361728811923
614,2010,VA,ARLINGTON,51,13,51013,Hydromorphone,3,610,41462,38.86667,-77.1,0.014712266653803483
619,2010,VA,AUGUSTA,51,15,51015,Hydrocodone,13,344,41462,38.16667,-79.11667,0.008296753653948193
620,2010,VA,AUGUSTA,51,15,51015,Tramadol,2,344,41462,38.16667,-79.11667,0.008296753653948193
622,2010,VA,BATH,51,17,51017,Hydrocodone,12,40,41462,38.06667,-79.73333000000001,0.0009647387969707201
625,2010,VA,BEDFORD,51,19,51019,Hydrocodone,17,177,41462,37.3,-79.56667,0.004268969176595437
626,2010,VA,BEDFORD,51,19,51019,Morphine,6,177,41462,37.3,-79.56667,0.004268969176595437
627,2010,VA,BEDFORD,51,19,51019,Tramadol,4,177,41462,37.3,-79.56667,0.004268969176595437
633,2010,VA,BLAND,51,21,51021,Methadone,1,25,41462,37.15,-81.13333,0.0006029617481067001
637,2010,VA,BRISTOL,51,520,51520,Buprenorphine,20,276,41462,40.81667,-82.26666999999999,0.006656697699097969
638,2010,VA,BUCKINGHAM,51,29,51029,Morphine,2,136,41462,37.55,-78.56667,0.0032801119097004487
646,2010,VA,CAMPBELL,51,31,51031,Hydrocodone,3,209,41462,37.23333,-79.1,0.005040760214172013
647,2010,VA,CAMPBELL,51,31,51031,Tramadol,1,209,41462,37.23333,-79.1,0.005040760214172013
650,2010,VA,CARROLL,51,35,51035,Oxycodone,10,166,41462,36.73333,-80.7,0.004003666007428489
651,2010,VA,CARROLL,51,35,51035,Oxymorphone,1,166,41462,36.73333,-80.7,0.004003666007428489
657,2010,VA,CHESTERFIELD,51,41,51041,Oxycodone,69,1331,41462,37.38333,-77.6,0.03210168346920071
669,2010,VA,COLONIAL HEIGHTS CITY,51,570,51570,Heroin,13,190,41462,37.4315734,-78.65689420000001,0.0045825092856109206
670,2010,VA,CRAIG,51,45,51045,Oxycodone,4,69,41462,37.48333,-80.18333,0.0016641744247744923
673,2010,VA,CULPEPER,51,47,51047,Buprenorphine,1,492,41462,38.50028,-77.96667,0.011866287202739858
674,2010,VA,CULPEPER,51,47,51047,Hydrocodone,11,492,41462,38.50028,-77.96667,0.011866287202739858
675,2010,VA,CULPEPER,51,47,51047,Tramadol,3,492,41462,38.50028,-77.96667,0.011866287202739858
679,2010,VA,DANVILLE CITY,51,590,51590,Hydrocodone,17,332,41462,40.75028,-80.75028,0.008007332014856977
682,2010,VA,DINWIDDIE,51,53,51053,Methadone,2,131,41462,37.06667,-77.63333,0.0031595195600791085
686,2010,VA,EMPORIA CITY,51,595,51595,Heroin,3,91,41462,40.26667,-83.00028,0.0021947807631083885
691,2010,VA,ESSEX,51,57,51057,Oxycodone,1,94,41462,37.95,-76.95,0.0022671361728811923
692,2010,VA,FAIRFAX,51,59,51059,Hydromorphone,19,3337,41462,38.85,-77.35,0.08048333413728233
693,2010,VA,FAIRFAX,51,59,51059,Opium,1,3337,41462,38.85,-77.35,0.08048333413728233
698,2010,VA,FALLS CHURCH CITY,51,610,51610,Oxycodone,1,65,41462,39.18333,-84.53333,0.0015677005450774203
699,2010,VA,FAUQUIER,51,61,51061,Pentazocine,2,418,41462,38.73333,-77.81667,0.010081520428344025
701,2010,VA,ACCOMACK,51,1,51001,Morphine,1,84,41462,37.75,-75.66667,0.0020259514736385123
705,2010,VA,ALLEGHANY,51,5,51005,Propoxyphene,1,154,41462,37.78333,-80.00056,0.003714244368337273
709,2010,VA,AMHERST,51,9,51009,Oxycodone,15,411,41462,37.61667,-79.25056,0.00991269113887415
711,2010,VA,APPOMATTOX,51,11,51011,Hydrocodone,2,39,41462,37.36667,-78.81667,0.0009406203270464522
712,2010,VA,APPOMATTOX,51,11,51011,Oxycodone,1,39,41462,37.36667,-78.81667,0.0009406203270464522
713,2010,VA,ARLINGTON,51,13,51013,Methadone,2,610,41462,38.86667,-77.1,0.014712266653803483
717,2010,VA,AUGUSTA,51,15,51015,Morphine,5,344,41462,38.16667,-79.11667,0.008296753653948193
720,2010,VA,BATH,51,17,51017,Fentanyl,3,40,41462,38.06667,-79.73333000000001,0.0009647387969707201
721,2010,VA,BATH,51,17,51017,Morphine,1,40,41462,38.06667,-79.73333000000001,0.0009647387969707201
723,2010,VA,BEDFORD,51,19,51019,Heroin,3,177,41462,37.3,-79.56667,0.004268969176595437
724,2010,VA,BEDFORD,51,19,51019,Methadone,1,177,41462,37.3,-79.56667,0.004268969176595437
730,2010,VA,BLAND,51,21,51021,Buprenorphine,1,25,41462,37.15,-81.13333,0.0006029617481067001
734,2010,VA,BOTETOURT,51,23,51023,Oxycodone,12,175,41462,37.56667,-79.78333,0.004220732236746901
735,2010,VA,BOTETOURT,51,23,51023,Oxymorphone,1,175,41462,37.56667,-79.78333,0.004220732236746901
740,2010,VA,BRISTOL,51,520,51520,Hydrocodone,26,276,41462,40.81667,-82.26666999999999,0.006656697699097969
741,2010,VA,BRISTOL,51,520,51520,Methadone,7,276,41462,40.81667,-82.26666999999999,0.006656697699097969
743,2010,VA,BRUNSWICK,51,25,51025,Oxycodone,2,131,41462,36.75083,-77.85,0.0031595195600791085
744,2010,VA,BUCHANAN,51,27,51027,Buprenorphine,8,185,41462,37.25056,-82.03333,0.004461916935989581
745,2010,VA,BUCKINGHAM,51,29,51029,Hydrocodone,2,136,41462,37.55,-78.56667,0.0032801119097004487
756,2010,VA,CAMPBELL,51,31,51031,Morphine,3,209,41462,37.23333,-79.1,0.005040760214172013
765,2010,VA,CHARLOTTE,51,37,51037,Oxycodone,5,75,41462,37.0,-78.68333,0.0018088852443201003
766,2010,VA,CHARLOTTESVILLE CITY,51,540,51540,Methadone,1,264,41462,40.00028,-80.96667,0.006367276060006753
767,2010,VA,CHESAPEAKE CITY,51,550,51550,Hydromorphone,5,881,41462,40.55,-84.25028,0.02124837200328011
768,2010,VA,CHESAPEAKE CITY,51,550,51550,Meperidine,1,881,41462,40.55,-84.25028,0.02124837200328011
769,2010,VA,CHESAPEAKE CITY,51,550,51550,Tramadol,2,881,41462,40.55,-84.25028,0.02124837200328011
771,2010,VA,CHESTERFIELD,51,41,51041,Meperidine,3,1331,41462,37.38333,-77.6,0.03210168346920071
773,2010,VA,CLARKE,51,43,51043,Oxycodone,2,35,41462,39.11667,-77.96667,0.0008441464473493801
782,2010,VA,CULPEPER,51,47,51047,Morphine,8,492,41462,38.50028,-77.96667,0.011866287202739858
784,2010,VA,CUMBERLAND,51,49,51049,Tramadol,2,64,41462,37.50028,-78.25028,0.0015435820751531523
785,2010,VA,DANVILLE CITY,51,590,51590,Heroin,3,332,41462,40.75028,-80.75028,0.008007332014856977
801,2010,VA,EMPORIA CITY,51,595,51595,Buprenorphine,1,91,41462,40.26667,-83.00028,0.0021947807631083885
803,2010,VA,FALLS CHURCH CITY,51,610,51610,Hydrocodone,1,65,41462,39.18333,-84.53333,0.0015677005450774203
804,2010,VA,FAUQUIER,51,61,51061,Oxycodone,41,418,41462,38.73333,-77.81667,0.010081520428344025
805,2010,VA,FAUQUIER,51,61,51061,Oxymorphone,5,418,41462,38.73333,-77.81667,0.010081520428344025
811,2010,VA,FLOYD,51,63,51063,Codeine,1,78,41462,36.91667,-80.4,0.0018812406540929044
812,2010,VA,FLUVANNA,51,65,51065,Heroin,1,50,41462,37.85,-78.26666999999999,0.0012059234962134003
817,2010,VA,FRANKLIN,51,67,51067,Buprenorphine,2,255,41462,37.00222,-79.86667,0.006150209830688341
818,2010,VA,FREDERICK,51,69,51069,Buprenorphine,7,401,41462,39.21667,-78.25,0.00967150643963147
822,2010,VA,GALAX CITY,51,640,51640,Tramadol,1,31,41462,41.33333,-82.15,0.0007476725676523081
826,2010,VA,GILES,51,71,51071,Oxycodone,90,241,41462,37.31667,-80.68333,0.005812551251748589
827,2010,VA,GLOUCESTER,51,73,51073,Hydrocodone,5,133,41462,37.41667,-76.55,0.0032077564999276444
828,2010,VA,GOOCHLAND,51,75,51075,Oxycodone,8,49,41462,37.73333,-77.91667,0.0011818050262891323
835,2010,VA,GRAYSON,51,77,51077,Hydrocodone,9,103,41462,36.65,-81.21667,0.0024842024021996044
836,2010,VA,GRAYSON,51,77,51077,Oxycodone,9,103,41462,36.65,-81.21667,0.0024842024021996044
841,2010,VA,GREENE,51,79,51079,Hydrocodone,4,102,41462,38.3,-78.46667,0.0024600839322753364
843,2010,VA,HALIFAX,51,83,51083,Hydromorphone,9,277,41462,36.75028,-78.93333,0.006680816169022237
844,2010,VA,HALIFAX,51,83,51083,Morphine,2,277,41462,36.75028,-78.93333,0.006680816169022237
847,2010,VA,HAMPTON CITY,51,650,51650,Tramadol,1,775,41462,39.51667,-82.46667,0.018691814191307703
