,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState,lat,lon,Rat
1051,2010,WV,JACKSON,54,35,54035,Buprenorphine,2,116,8668,38.83333,-81.68333,0.01338255652976465
1056,2010,WV,KANAWHA,54,39,54039,Hydrocodone,94,1440,8668,38.33333,-81.56667,0.16612828795569912
1090,2010,WV,MARION,54,49,54049,Heroin,100,348,8668,39.51667,-80.25,0.04014766958929396
1091,2010,WV,MARSHALL,54,51,54051,Hydrocodone,7,126,8668,39.86667,-80.65,0.014536225196123673
1095,2010,WV,MASON,54,53,54053,Oxycodone,11,94,8668,38.8,-82.00028,0.010844485463774804
1098,2010,WV,MCDOWELL,54,47,54047,Hydrocodone,8,99,8668,37.36667,-81.65,0.011421319796954314
1123,2010,WV,GRANT,54,23,54023,Oxycodone,8,95,8668,39.11667,-79.2,0.010959852330410707
1125,2010,WV,GREENBRIER,54,25,54025,Hydrocodone,3,254,8668,37.95,-80.41667,0.02930318412551915
1139,2010,WV,HARRISON,54,33,54033,Morphine,2,196,8668,39.28333,-80.38333,0.022611905860636824
1149,2010,WV,JACKSON,54,35,54035,Dextropropoxyphene,1,116,8668,38.83333,-81.68333,0.01338255652976465
1152,2010,WV,KANAWHA,54,39,54039,Buprenorphine,12,1440,8668,38.33333,-81.56667,0.16612828795569912
1153,2010,WV,KANAWHA,54,39,54039,Codeine,2,1440,8668,38.33333,-81.56667,0.16612828795569912
1154,2010,WV,KANAWHA,54,39,54039,Dextropropoxyphene,3,1440,8668,38.33333,-81.56667,0.16612828795569912
1186,2010,WV,MARION,54,49,54049,Buprenorphine,2,348,8668,39.51667,-80.25,0.04014766958929396
1187,2010,WV,MARION,54,49,54049,Hydrocodone,13,348,8668,39.51667,-80.25,0.04014766958929396
1188,2010,WV,MARION,54,49,54049,Morphine,15,348,8668,39.51667,-80.25,0.04014766958929396
1192,2010,WV,MCDOWELL,54,47,54047,Methadone,1,99,8668,37.36667,-81.65,0.011421319796954314
1215,2010,WV,FAYETTE,54,19,54019,Methadone,2,135,8668,38.05,-81.1,0.015574526995846792
1238,2010,WV,GRANT,54,23,54023,Morphine,2,95,8668,39.11667,-79.2,0.010959852330410707
1253,2010,WV,HANCOCK,54,29,54029,Oxycodone,4,152,8668,40.50056,-80.56667,0.01753576372865713
1256,2010,WV,HARDY,54,31,54031,Hydromorphone,1,76,8668,39.01667,-78.81667,0.008767881864328565
1258,2010,WV,HARRISON,54,33,54033,Codeine,2,196,8668,39.28333,-80.38333,0.022611905860636824
1259,2010,WV,HARRISON,54,33,54033,Heroin,35,196,8668,39.28333,-80.38333,0.022611905860636824
1318,2010,WV,FAYETTE,54,19,54019,Hydrocodone,8,135,8668,38.05,-81.1,0.015574526995846792
1342,2010,WV,GRANT,54,23,54023,Buprenorphine,1,95,8668,39.11667,-79.2,0.010959852330410707
1363,2010,WV,HARDY,54,31,54031,Hydrocodone,5,76,8668,39.01667,-78.81667,0.008767881864328565
1366,2010,WV,HARRISON,54,33,54033,Oxycodone,3,196,8668,39.28333,-80.38333,0.022611905860636824
1379,2010,WV,JACKSON,54,35,54035,Oxycodone,7,116,8668,38.83333,-81.68333,0.01338255652976465
1382,2010,WV,JEFFERSON,54,37,54037,Heroin,12,133,8668,39.3,-77.85,0.01534379326257499
1433,2010,WV,GREENBRIER,54,25,54025,Buprenorphine,2,254,8668,37.95,-80.41667,0.02930318412551915
1441,2010,WV,HANCOCK,54,29,54029,Buprenorphine,2,152,8668,40.50056,-80.56667,0.01753576372865713
1442,2010,WV,HANCOCK,54,29,54029,Dextropropoxyphene,2,152,8668,40.50056,-80.56667,0.01753576372865713
1443,2010,WV,HANCOCK,54,29,54029,Morphine,1,152,8668,40.50056,-80.56667,0.01753576372865713
1446,2010,WV,HARDY,54,31,54031,Heroin,3,76,8668,39.01667,-78.81667,0.008767881864328565
1472,2010,WV,KANAWHA,54,39,54039,Oxycodone,154,1440,8668,38.33333,-81.56667,0.16612828795569912
1473,2010,WV,KANAWHA,54,39,54039,Oxymorphone,2,1440,8668,38.33333,-81.56667,0.16612828795569912
1528,2010,WV,GREENBRIER,54,25,54025,Oxycodone,8,254,8668,37.95,-80.41667,0.02930318412551915
1541,2010,WV,HARRISON,54,33,54033,Hydrocodone,8,196,8668,39.28333,-80.38333,0.022611905860636824
1592,2010,WV,LOGAN,54,45,54045,Morphine,1,307,8668,37.83333,-81.93333,0.03541762805722196
1612,2010,WV,LOGAN,54,45,54045,Methadone,1,307,8668,37.83333,-81.93333,0.03541762805722196
1634,2010,WV,MARSHALL,54,51,54051,Fentanyl,1,126,8668,39.86667,-80.65,0.014536225196123673
1635,2010,WV,MARSHALL,54,51,54051,Heroin,7,126,8668,39.86667,-80.65,0.014536225196123673
1652,2010,WV,MINERAL,54,57,54057,Oxycodone,1,104,8668,39.4,-78.95,0.011998154130133826
1664,2010,WV,MORGAN,54,65,54065,Buprenorphine,2,40,8668,39.56667,-78.25028,0.0046146746654360865
1675,2010,WV,NICHOLAS,54,67,54067,Heroin,1,199,8668,38.3,-80.83333,0.022958006460544533
1678,2010,WV,OHIO,54,69,54069,Dihydrocodeine,1,249,8668,40.1,-80.61667,0.02872634979233964
1679,2010,WV,OHIO,54,69,54069,Oxycodone,28,249,8668,40.1,-80.61667,0.02872634979233964
1722,2010,WV,MASON,54,53,54053,Buprenorphine,1,94,8668,38.8,-82.00028,0.010844485463774804
1723,2010,WV,MASON,54,53,54053,Hydrocodone,5,94,8668,38.8,-82.00028,0.010844485463774804
1726,2010,WV,MCDOWELL,54,47,54047,Hydromorphone,2,99,8668,37.36667,-81.65,0.011421319796954314
1733,2010,WV,MERCER,54,55,54055,Dextropropoxyphene,1,587,8668,37.4,-81.11667,0.06772035071527457
1734,2010,WV,MERCER,54,55,54055,Hydromorphone,43,587,8668,37.4,-81.11667,0.06772035071527457
1738,2010,WV,MINERAL,54,57,54057,Heroin,29,104,8668,39.4,-78.95,0.011998154130133826
1747,2010,WV,MORGAN,54,65,54065,Hydrocodone,2,40,8668,39.56667,-78.25028,0.0046146746654360865
1755,2010,WV,NICHOLAS,54,67,54067,Oxycodone,53,199,8668,38.3,-80.83333,0.022958006460544533
1756,2010,WV,NICHOLAS,54,67,54067,Oxymorphone,1,199,8668,38.3,-80.83333,0.022958006460544533
1761,2010,WV,OHIO,54,69,54069,Acetylcodeine,5,249,8668,40.1,-80.61667,0.02872634979233964
1762,2010,WV,OHIO,54,69,54069,Heroin,27,249,8668,40.1,-80.61667,0.02872634979233964
1763,2010,WV,OHIO,54,69,54069,Methadone,6,249,8668,40.1,-80.61667,0.02872634979233964
1774,2010,WV,POCAHONTAS,54,75,54075,Dextropropoxyphene,1,41,8668,38.31667,-80.03333,0.004730041532071989
1784,2010,WV,RALEIGH,54,81,54081,Dextropropoxyphene,2,494,8668,37.75,-81.25,0.05699123211813567
1785,2010,WV,RALEIGH,54,81,54081,Morphine,1,494,8668,37.75,-81.25,0.05699123211813567
1789,2010,WV,RITCHIE,54,85,54085,Hydrocodone,1,54,8668,39.16667,-81.08333,0.006229810798338717
1790,2010,WV,ROANE,54,87,54087,Hydrocodone,2,21,8668,38.73333,-81.35,0.0024227041993539456
1824,2010,WV,MARSHALL,54,51,54051,Morphine,1,126,8668,39.86667,-80.65,0.014536225196123673
1837,2010,WV,MERCER,54,55,54055,Morphine,6,587,8668,37.4,-81.11667,0.06772035071527457
1839,2010,WV,MINERAL,54,57,54057,Hydrocodone,1,104,8668,39.4,-78.95,0.011998154130133826
1840,2010,WV,MONONGALIA,54,61,54061,Heroin,219,337,8668,39.65,-80.03333,0.03887863405629903
1843,2010,WV,MONROE,54,63,54063,Buprenorphine,1,62,8668,37.56667,-80.55,0.007152745731425935
1854,2010,WV,NICHOLAS,54,67,54067,Pentazocine,1,199,8668,38.3,-80.83333,0.022958006460544533
1885,2010,WV,PRESTON,54,77,54077,Buprenorphine,1,26,8668,39.46667,-79.66667,0.0029995385325334565
1895,2010,WV,RALEIGH,54,81,54081,Hydromorphone,12,494,8668,37.75,-81.25,0.05699123211813567
1911,2010,WV,MCDOWELL,54,47,54047,Oxycodone,14,99,8668,37.36667,-81.65,0.011421319796954314
1921,2010,WV,MINGO,54,59,54059,Oxycodone,77,180,8668,37.7,-82.15,0.02076603599446239
1922,2010,WV,MONONGALIA,54,61,54061,Oxycodone,9,337,8668,39.65,-80.03333,0.03887863405629903
1939,2010,WV,OHIO,54,69,54069,Dextropropoxyphene,2,249,8668,40.1,-80.61667,0.02872634979233964
1940,2010,WV,OHIO,54,69,54069,Morphine,13,249,8668,40.1,-80.61667,0.02872634979233964
1954,2010,WV,POCAHONTAS,54,75,54075,Oxycodone,7,41,8668,38.31667,-80.03333,0.004730041532071989
1961,2010,WV,PRESTON,54,77,54077,Hydrocodone,6,26,8668,39.46667,-79.66667,0.0029995385325334565
1966,2010,WV,RALEIGH,54,81,54081,Heroin,14,494,8668,37.75,-81.25,0.05699123211813567
2006,2010,WV,MARION,54,49,54049,Thebaine,1,348,8668,39.51667,-80.25,0.04014766958929396
2011,2010,WV,MCDOWELL,54,47,54047,Buprenorphine,2,99,8668,37.36667,-81.65,0.011421319796954314
2023,2010,WV,MERCER,54,55,54055,Buprenorphine,5,587,8668,37.4,-81.11667,0.06772035071527457
2029,2010,WV,MINERAL,54,57,54057,Methorphan,1,104,8668,39.4,-78.95,0.011998154130133826
2030,2010,WV,MINGO,54,59,54059,Pentazocine,1,180,8668,37.7,-82.15,0.02076603599446239
2044,2010,WV,NICHOLAS,54,67,54067,Morphine,8,199,8668,38.3,-80.83333,0.022958006460544533
2050,2010,WV,OHIO,54,69,54069,Buprenorphine,1,249,8668,40.1,-80.61667,0.02872634979233964
2063,2010,WV,POCAHONTAS,54,75,54075,Hydrocodone,3,41,8668,38.31667,-80.03333,0.004730041532071989
2077,2010,WV,PUTNAM,54,79,54079,Hydrocodone,15,188,8668,38.51667,-81.88333,0.02168897092754961
2078,2010,WV,PUTNAM,54,79,54079,Oxycodone,17,188,8668,38.51667,-81.88333,0.02168897092754961
2079,2010,WV,PUTNAM,54,79,54079,Oxymorphone,1,188,8668,38.51667,-81.88333,0.02168897092754961
2081,2010,WV,RALEIGH,54,81,54081,Hydrocodone,23,494,8668,37.75,-81.25,0.05699123211813567
2087,2010,WV,RITCHIE,54,85,54085,Oxycodone,1,54,8668,39.16667,-81.08333,0.006229810798338717
2105,2010,WV,MERCER,54,55,54055,Oxycodone,201,587,8668,37.4,-81.11667,0.06772035071527457
2106,2010,WV,MERCER,54,55,54055,Oxymorphone,4,587,8668,37.4,-81.11667,0.06772035071527457
2110,2010,WV,MONROE,54,63,54063,Oxycodone,22,62,8668,37.56667,-80.55,0.007152745731425935
2119,2010,WV,MORGAN,54,65,54065,Heroin,3,40,8668,39.56667,-78.25028,0.0046146746654360865
2131,2010,WV,OHIO,54,69,54069,Hydrocodone,5,249,8668,40.1,-80.61667,0.02872634979233964
2144,2010,WV,POCAHONTAS,54,75,54075,Fentanyl,1,41,8668,38.31667,-80.03333,0.004730041532071989
2155,2010,WV,RANDOLPH,54,83,54083,Heroin,1,36,8668,38.76667,-79.83333,0.004153207198892478
2203,2010,WV,MERCER,54,55,54055,Methadone,4,587,8668,37.4,-81.11667,0.06772035071527457
2208,2010,WV,MINGO,54,59,54059,Hydrocodone,41,180,8668,37.7,-82.15,0.02076603599446239
2220,2010,WV,NICHOLAS,54,67,54067,Hydrocodone,19,199,8668,38.3,-80.83333,0.022958006460544533
2225,2010,WV,OHIO,54,69,54069,Fentanyl,2,249,8668,40.1,-80.61667,0.02872634979233964
2237,2010,WV,POCAHONTAS,54,75,54075,Morphine,5,41,8668,38.31667,-80.03333,0.004730041532071989
2253,2010,WV,RALEIGH,54,81,54081,Oxycodone,127,494,8668,37.75,-81.25,0.05699123211813567
2308,2010,WV,PRESTON,54,77,54077,Methadone,1,26,8668,39.46667,-79.66667,0.0029995385325334565
2318,2010,WV,RALEIGH,54,81,54081,Buprenorphine,4,494,8668,37.75,-81.25,0.05699123211813567
2320,2010,WV,ROANE,54,87,54087,Fentanyl,1,21,8668,38.73333,-81.35,0.0024227041993539456
2321,2010,WV,ROANE,54,87,54087,Oxycodone,1,21,8668,38.73333,-81.35,0.0024227041993539456
2350,2010,WV,UPSHUR,54,97,54097,Hydrocodone,49,253,8668,38.88333,-80.25056,0.02918781725888325
2351,2010,WV,UPSHUR,54,97,54097,Morphine,13,253,8668,38.88333,-80.25056,0.02918781725888325
2409,2010,WV,SUMMERS,54,89,54089,Hydrocodone,1,59,8668,37.65,-80.86667,0.006806645131518228
2419,2010,WV,TUCKER,54,93,54093,Heroin,1,1,8668,39.1,-79.56667,0.00011536686663590217
2423,2010,WV,TYLER,54,95,54095,Heroin,25,57,8668,39.45,-80.86667,0.006575911398246424
2440,2010,WV,WAYNE,54,99,54099,Buprenorphine,1,23,8668,38.15,-82.45,0.00265343793262575
2441,2010,WV,WAYNE,54,99,54099,Hydrocodone,9,23,8668,38.15,-82.45,0.00265343793262575
2446,2010,WV,WETZEL,54,103,54103,Heroin,4,24,8668,39.58333,-80.66667,0.0027688047992616522
2453,2010,WV,WYOMING,54,109,54109,Oxycodone,5,15,8668,37.61667,-81.55,0.0017305029995385325
2481,2011,WV,BARBOUR,54,1,54001,Buprenorphine,1,16,9310,39.13333,-80.03333,0.0017185821697099893
2489,2011,WV,BERKELEY,54,3,54003,Methorphan,4,856,9310,39.45,-78.03333,0.09194414607948442
2490,2011,WV,BERKELEY,54,3,54003,Oxycodone,25,856,9310,39.45,-78.03333,0.09194414607948442
2531,2010,WV,TYLER,54,95,54095,Hydrocodone,2,57,8668,39.45,-80.86667,0.006575911398246424
2532,2010,WV,UPSHUR,54,97,54097,Heroin,1,253,8668,38.88333,-80.25056,0.02918781725888325
2554,2010,WV,WAYNE,54,99,54099,Oxycodone,9,23,8668,38.15,-82.45,0.00265343793262575
2555,2010,WV,WAYNE,54,99,54099,Oxymorphone,1,23,8668,38.15,-82.45,0.00265343793262575
2568,2010,WV,WOOD,54,107,54107,Heroin,60,287,8668,39.2,-81.50139,0.03311029072450392
2569,2010,WV,WOOD,54,107,54107,Hydrocodone,15,287,8668,39.2,-81.50139,0.03311029072450392
2573,2010,WV,WYOMING,54,109,54109,Hydrocodone,1,15,8668,37.61667,-81.55,0.0017305029995385325
2600,2011,WV,BERKELEY,54,3,54003,Fentanyl,2,856,9310,39.45,-78.03333,0.09194414607948442
2601,2011,WV,BERKELEY,54,3,54003,Morphine,2,856,9310,39.45,-78.03333,0.09194414607948442
2624,2010,WV,UPSHUR,54,97,54097,Buprenorphine,4,253,8668,38.88333,-80.25056,0.02918781725888325
2648,2010,WV,WOOD,54,107,54107,Methadone,2,287,8668,39.2,-81.50139,0.03311029072450392
2683,2011,WV,BERKELEY,54,3,54003,Hydrocodone,6,856,9310,39.45,-78.03333,0.09194414607948442
2687,2011,WV,BOONE,54,5,54005,Oxycodone,24,134,9310,38.01667,-81.7,0.01439312567132116
2693,2011,WV,BRAXTON,54,7,54007,Hydrocodone,18,83,9310,38.71667,-80.7,0.00891514500537057
2694,2011,WV,BRAXTON,54,7,54007,Oxycodone,6,83,9310,38.71667,-80.7,0.00891514500537057
2696,2011,WV,BROOKE,54,9,54009,Hydrocodone,2,8,9310,40.28333,-80.56667,0.0008592910848549946
2720,2010,WV,WETZEL,54,103,54103,Oxycodone,2,24,8668,39.58333,-80.66667,0.0027688047992616522
2726,2010,WV,WOOD,54,107,54107,Oxycodone,6,287,8668,39.2,-81.50139,0.03311029072450392
2762,2011,WV,BERKELEY,54,3,54003,Methadone,9,856,9310,39.45,-78.03333,0.09194414607948442
2767,2011,WV,BOONE,54,5,54005,Buprenorphine,5,134,9310,38.01667,-81.7,0.01439312567132116
2771,2011,WV,BRAXTON,54,7,54007,Pentazocine,1,83,9310,38.71667,-80.7,0.00891514500537057
2780,2011,WV,CABELL,54,11,54011,Hydromorphone,2,804,9310,38.43333,-82.25,0.08635875402792696
2800,2011,WV,CLAY,54,15,54015,Oxycodone,3,78,9310,38.48333,-81.06667,0.008378088077336197
2816,2010,WV,WIRT,54,105,54105,Hydrocodone,1,12,8668,39.03333,-81.35,0.0013844023996308261
2846,2011,WV,BERKELEY,54,3,54003,Codeine,1,856,9310,39.45,-78.03333,0.09194414607948442
2855,2011,WV,BRAXTON,54,7,54007,Methadone,1,83,9310,38.71667,-80.7,0.00891514500537057
2866,2011,WV,CABELL,54,11,54011,Heroin,129,804,9310,38.43333,-82.25,0.08635875402792696
2867,2011,WV,CABELL,54,11,54011,Methadone,1,804,9310,38.43333,-82.25,0.08635875402792696
2907,2010,WV,LOGAN,54,45,54045,Hydrocodone,30,307,8668,37.83333,-81.93333,0.03541762805722196
2923,2010,WV,MARION,54,49,54049,Codeine,1,348,8668,39.51667,-80.25,0.04014766958929396
2924,2010,WV,MARION,54,49,54049,Oxycodone,13,348,8668,39.51667,-80.25,0.04014766958929396
2925,2010,WV,MARSHALL,54,51,54051,Oxycodone,14,126,8668,39.86667,-80.65,0.014536225196123673
2928,2010,WV,MASON,54,53,54053,Heroin,21,94,8668,38.8,-82.00028,0.010844485463774804
2939,2010,WV,MERCER,54,55,54055,Hydrocodone,62,587,8668,37.4,-81.11667,0.06772035071527457
2947,2010,WV,MONROE,54,63,54063,Hydrocodone,12,62,8668,37.56667,-80.55,0.007152745731425935
2952,2010,WV,MORGAN,54,65,54065,Oxycodone,2,40,8668,39.56667,-78.25028,0.0046146746654360865
2953,2010,WV,MORGAN,54,65,54065,Oxymorphone,4,40,8668,39.56667,-78.25028,0.0046146746654360865
2964,2010,WV,OHIO,54,69,54069,Hydromorphone,2,249,8668,40.1,-80.61667,0.02872634979233964
2993,2010,WV,PRESTON,54,77,54077,Heroin,5,26,8668,39.46667,-79.66667,0.0029995385325334565
3040,2010,WV,UPSHUR,54,97,54097,Oxycodone,24,253,8668,38.88333,-80.25056,0.02918781725888325
3067,2010,WV,WETZEL,54,103,54103,Hydrocodone,4,24,8668,39.58333,-80.66667,0.0027688047992616522
3103,2011,WV,BERKELEY,54,3,54003,Buprenorphine,15,856,9310,39.45,-78.03333,0.09194414607948442
3107,2011,WV,BOONE,54,5,54005,Hydrocodone,16,134,9310,38.01667,-81.7,0.01439312567132116
3115,2011,WV,BRAXTON,54,7,54007,Morphine,7,83,9310,38.71667,-80.7,0.00891514500537057
3122,2011,WV,CABELL,54,11,54011,Buprenorphine,6,804,9310,38.43333,-82.25,0.08635875402792696
3172,2011,WV,FAYETTE,54,19,54019,Oxycodone,31,125,9310,38.05,-81.1,0.01342642320085929
3173,2011,WV,FAYETTE,54,19,54019,Oxymorphone,3,125,9310,38.05,-81.1,0.01342642320085929
3187,2011,WV,GILMER,54,21,54021,Hydrocodone,1,82,9310,38.93333,-80.85,0.008807733619763695
3197,2011,WV,HAMPSHIRE,54,27,54027,Morphine,14,118,9310,39.33333,-78.6,0.012674543501611171
3200,2011,WV,HANCOCK,54,29,54029,Fentanyl,4,97,9310,40.50056,-80.56667,0.01041890440386681
3291,2011,WV,HAMPSHIRE,54,27,54027,Hydromorphone,4,118,9310,39.33333,-78.6,0.012674543501611171
3295,2011,WV,HANCOCK,54,29,54029,Buprenorphine,2,97,9310,40.50056,-80.56667,0.01041890440386681
3301,2011,WV,HARRISON,54,33,54033,Morphine,1,148,9310,39.28333,-80.38333,0.0158968850698174
3317,2011,WV,DODDRIDGE,54,17,54017,Hydrocodone,1,41,9310,39.26667,-80.7,0.0044038668098818476
3372,2011,WV,HARDY,54,31,54031,Heroin,5,138,9310,39.01667,-78.81667,0.014822771213748658
3377,2011,WV,HARRISON,54,33,54033,Buprenorphine,2,148,9310,39.28333,-80.38333,0.0158968850698174
3402,2011,WV,KANAWHA,54,39,54039,Oxycodone,176,1790,9310,38.33333,-81.56667,0.19226638023630505
3403,2011,WV,KANAWHA,54,39,54039,Oxymorphone,38,1790,9310,38.33333,-81.56667,0.19226638023630505
3434,2010,WV,SUMMERS,54,89,54089,Heroin,12,59,8668,37.65,-80.86667,0.006806645131518228
3448,2010,WV,UPSHUR,54,97,54097,Fentanyl,2,253,8668,38.88333,-80.25056,0.02918781725888325
3449,2010,WV,UPSHUR,54,97,54097,Hydromorphone,2,253,8668,38.88333,-80.25056,0.02918781725888325
3465,2010,WV,WAYNE,54,99,54099,Dextropropoxyphene,1,23,8668,38.15,-82.45,0.00265343793262575
3469,2010,WV,WOOD,54,107,54107,Buprenorphine,1,287,8668,39.2,-81.50139,0.03311029072450392
3470,2010,WV,WOOD,54,107,54107,Morphine,5,287,8668,39.2,-81.50139,0.03311029072450392
3502,2011,WV,BERKELEY,54,3,54003,Heroin,210,856,9310,39.45,-78.03333,0.09194414607948442
3506,2011,WV,BOONE,54,5,54005,Oxymorphone,1,134,9310,38.01667,-81.7,0.01439312567132116
3536,2011,WV,CLAY,54,15,54015,Morphine,1,78,9310,38.48333,-81.06667,0.008378088077336197
3564,2011,WV,FAYETTE,54,19,54019,Hydrocodone,3,125,9310,38.05,-81.1,0.01342642320085929
3584,2011,WV,GILMER,54,21,54021,Oxycodone,1,82,9310,38.93333,-80.85,0.008807733619763695
3601,2011,WV,HAMPSHIRE,54,27,54027,Hydrocodone,4,118,9310,39.33333,-78.6,0.012674543501611171
3602,2011,WV,HAMPSHIRE,54,27,54027,Oxycodone,34,118,9310,39.33333,-78.6,0.012674543501611171
3604,2011,WV,HANCOCK,54,29,54029,Heroin,1,97,9310,40.50056,-80.56667,0.01041890440386681
3605,2011,WV,HANCOCK,54,29,54029,Oxycodone,9,97,9310,40.50056,-80.56667,0.01041890440386681
3629,2011,WV,CABELL,54,11,54011,Oxycodone,227,804,9310,38.43333,-82.25,0.08635875402792696
