,YYYY,State,COUNTY,FIPS_State,FIPS_County,FIPS_Combined,SubstanceName,DrugReports,TotalDrugReportsCounty,TotalDrugReportsState,lat,lon,Rat
166,2010,PA,CLINTON,42,35,42035,Oxycodone,1,118,89981,41.37528,-77.87528,0.001311387959680377
172,2010,PA,CRAWFORD,42,39,42039,Morphine,12,433,89981,41.75028,-80.50028,0.004812127004589858
173,2010,PA,CRAWFORD,42,39,42039,Tramadol,1,433,89981,41.75028,-80.50028,0.004812127004589858
180,2010,PA,DAUPHIN,42,43,42043,Fentanyl,1,2575,89981,40.62778,-76.75278,0.028617152509974327
181,2010,PA,DAUPHIN,42,43,42043,Hydromorphone,2,2575,89981,40.62778,-76.75278,0.028617152509974327
182,2010,PA,DAUPHIN,42,43,42043,Morphine,12,2575,89981,40.62778,-76.75278,0.028617152509974327
185,2010,PA,DELAWARE,42,45,42045,Tramadol,1,4534,89981,40.00028,-75.37528,0.05038841533212567
193,2010,PA,ERIE,42,49,42049,Codeine,5,1570,89981,41.12528,-80.00028,0.01744812793812027
204,2010,PA,ALLEGHENY,42,3,42003,Oxycodone,280,8500,89981,40.62528,-80.12528,0.09446438692612885
205,2010,PA,ALLEGHENY,42,3,42003,Propoxyphene,10,8500,89981,40.62528,-80.12528,0.09446438692612885
213,2010,PA,ARMSTRONG,42,5,42005,Oxycodone,4,344,89981,41.12528,-79.68333,0.003823029306186862
214,2010,PA,ARMSTRONG,42,5,42005,Oxymorphone,2,344,89981,41.12528,-79.68333,0.003823029306186862
219,2010,PA,BEAVER,42,7,42007,Hydrocodone,9,625,89981,40.75028,-80.50028,0.0069459108033918275
224,2010,PA,BERKS,42,11,42011,Fentanyl,1,2146,89981,40.62528,-75.87528,0.023849479334526177
225,2010,PA,BERKS,42,11,42011,Heroin,172,2146,89981,40.62528,-75.87528,0.023849479334526177
226,2010,PA,BLAIR,42,13,42013,Tramadol,1,662,89981,40.625,-78.37528,0.007357108722952623
231,2010,PA,BRADFORD,42,15,42015,Buprenorphine,1,145,89981,41.87528,-76.87528,0.001611451306386904
232,2010,PA,BRADFORD,42,15,42015,Codeine,2,145,89981,41.87528,-76.87528,0.001611451306386904
233,2010,PA,BRADFORD,42,15,42015,Hydrocodone,13,145,89981,41.87528,-76.87528,0.001611451306386904
234,2010,PA,BRADFORD,42,15,42015,Morphine,4,145,89981,41.87528,-76.87528,0.001611451306386904
239,2010,PA,BUCKS,42,17,42017,Fentanyl,2,6140,89981,40.50028,-75.37528,0.06823662773252132
240,2010,PA,BUCKS,42,17,42017,Heroin,618,6140,89981,40.50028,-75.37528,0.06823662773252132
241,2010,PA,BUCKS,42,17,42017,Propoxyphene,3,6140,89981,40.50028,-75.37528,0.06823662773252132
242,2010,PA,BUCKS,42,17,42017,Tramadol,27,6140,89981,40.50028,-75.37528,0.06823662773252132
248,2010,PA,CAMBRIA,42,21,42021,Hydrocodone,13,483,89981,40.62528,-78.75028,0.005367799868861204
263,2010,PA,CHESTER,42,29,42029,Codeine,5,1979,89981,40.12528,-75.87528,0.021993531967859883
267,2010,PA,CLARION,42,31,42031,Buprenorphine,7,221,89981,41.37528,-79.37528,0.0024560740600793503
268,2010,PA,CLARION,42,31,42031,Morphine,5,221,89981,41.37528,-79.37528,0.0024560740600793503
271,2010,PA,CLEARFIELD,42,33,42033,Methadone,1,218,89981,41.12528,-78.75028,0.0024227336882230695
276,2010,PA,CLINTON,42,35,42035,Propoxyphene,1,118,89981,41.37528,-77.87528,0.001311387959680377
283,2010,PA,CRAWFORD,42,39,42039,Methadone,1,433,89981,41.75028,-80.50028,0.004812127004589858
284,2010,PA,CUMBERLAND,42,41,42041,Oxycodone,5,310,89981,40.25028,-77.37528,0.0034451717584823463
290,2010,PA,DELAWARE,42,45,42045,Methorphan,6,4534,89981,40.00028,-75.37528,0.05038841533212567
293,2010,PA,ELK,42,47,42047,Oxycodone,6,123,89981,41.62639,-78.64166999999999,0.0013669552461075115
295,2010,PA,ERIE,42,49,42049,Oxycodone,54,1570,89981,41.12528,-80.00028,0.01744812793812027
296,2010,PA,ERIE,42,49,42049,Oxymorphone,3,1570,89981,41.12528,-80.00028,0.01744812793812027
304,2010,PA,ADAMS,42,1,42001,Oxycodone,29,334,89981,39.75028,-77.37528,0.0037118947333325924
330,2010,PA,BERKS,42,11,42011,Buprenorphine,6,2146,89981,40.62528,-75.87528,0.023849479334526177
331,2010,PA,BLAIR,42,13,42013,Codeine,1,662,89981,40.625,-78.37528,0.007357108722952623
353,2010,PA,BUTLER,42,19,42019,Heroin,49,310,89981,41.12528,-80.00028,0.0034451717584823463
354,2010,PA,BUTLER,42,19,42019,Methadone,1,310,89981,41.12528,-80.00028,0.0034451717584823463
356,2010,PA,CAMBRIA,42,21,42021,Heroin,57,483,89981,40.62528,-78.75028,0.005367799868861204
357,2010,PA,CAMBRIA,42,21,42021,Methadone,10,483,89981,40.62528,-78.75028,0.005367799868861204
359,2010,PA,CARBON,42,25,42025,Oxycodone,3,209,89981,41.12528,-75.675,0.002322712572654227
368,2010,PA,CLARION,42,31,42031,Oxycodone,1,221,89981,41.37528,-79.37528,0.0024560740600793503
369,2010,PA,CLARION,42,31,42031,Oxymorphone,1,221,89981,41.37528,-79.37528,0.0024560740600793503
375,2010,PA,CLEARFIELD,42,33,42033,Hydrocodone,14,218,89981,41.12528,-78.75028,0.0024227336882230695
378,2010,PA,COLUMBIA,42,37,42037,Oxycodone,3,131,89981,41.25028,-76.37528,0.001455862904390927
383,2010,PA,CRAWFORD,42,39,42039,Hydrocodone,15,433,89981,41.75028,-80.50028,0.004812127004589858
384,2010,PA,CRAWFORD,42,39,42039,Oxycodone,14,433,89981,41.75028,-80.50028,0.004812127004589858
394,2010,PA,DAUPHIN,42,43,42043,Buprenorphine,7,2575,89981,40.62778,-76.75278,0.028617152509974327
395,2010,PA,DAUPHIN,42,43,42043,Hydrocodone,27,2575,89981,40.62778,-76.75278,0.028617152509974327
398,2010,PA,DELAWARE,42,45,42045,Codeine,12,4534,89981,40.00028,-75.37528,0.05038841533212567
399,2010,PA,DELAWARE,42,45,42045,Morphine,15,4534,89981,40.00028,-75.37528,0.05038841533212567
400,2010,PA,DELAWARE,42,45,42045,Pethidine,1,4534,89981,40.00028,-75.37528,0.05038841533212567
402,2010,PA,ADAMS,42,1,42001,Heroin,14,334,89981,39.75028,-77.37528,0.0037118947333325924
406,2010,PA,ALLEGHENY,42,3,42003,Buprenorphine,236,8500,89981,40.62528,-80.12528,0.09446438692612885
412,2010,PA,ARMSTRONG,42,5,42005,Hydrocodone,3,344,89981,41.12528,-79.68333,0.003823029306186862
419,2010,PA,BEAVER,42,7,42007,Heroin,87,625,89981,40.75028,-80.50028,0.0069459108033918275
420,2010,PA,BEAVER,42,7,42007,Methadone,1,625,89981,40.75028,-80.50028,0.0069459108033918275
425,2010,PA,BERKS,42,11,42011,Hydrocodone,13,2146,89981,40.62528,-75.87528,0.023849479334526177
426,2010,PA,BERKS,42,11,42011,Oxycodone,26,2146,89981,40.62528,-75.87528,0.023849479334526177
427,2010,PA,BLAIR,42,13,42013,Fentanyl,1,662,89981,40.625,-78.37528,0.007357108722952623
428,2010,PA,BLAIR,42,13,42013,Heroin,103,662,89981,40.625,-78.37528,0.007357108722952623
429,2010,PA,BLAIR,42,13,42013,Hydrocodone,17,662,89981,40.625,-78.37528,0.007357108722952623
430,2010,PA,BLAIR,42,13,42013,Methadone,11,662,89981,40.625,-78.37528,0.007357108722952623
447,2010,PA,BUCKS,42,17,42017,Hydrocodone,63,6140,89981,40.50028,-75.37528,0.06823662773252132
452,2010,PA,CAMBRIA,42,21,42021,Fentanyl,1,483,89981,40.62528,-78.75028,0.005367799868861204
453,2010,PA,CAMBRIA,42,21,42021,Hydromorphone,2,483,89981,40.62528,-78.75028,0.005367799868861204
458,2010,PA,CARBON,42,25,42025,Buprenorphine,3,209,89981,41.12528,-75.675,0.002322712572654227
464,2010,PA,CENTRE,42,27,42027,Fentanyl,2,1028,89981,41.25028,-77.9,0.011424634089418878
467,2010,PA,CHESTER,42,29,42029,Methadone,9,1979,89981,40.12528,-75.87528,0.021993531967859883
475,2010,PA,CLEARFIELD,42,33,42033,Heroin,29,218,89981,41.12528,-78.75028,0.0024227336882230695
478,2010,PA,CLINTON,42,35,42035,Heroin,8,118,89981,41.37528,-77.87528,0.001311387959680377
479,2010,PA,CLINTON,42,35,42035,Methadone,1,118,89981,41.37528,-77.87528,0.001311387959680377
484,2010,PA,CRAWFORD,42,39,42039,Buprenorphine,3,433,89981,41.75028,-80.50028,0.004812127004589858
488,2010,PA,CUMBERLAND,42,41,42041,Buprenorphine,6,310,89981,40.25028,-77.37528,0.0034451717584823463
495,2010,PA,DELAWARE,42,45,42045,Fentanyl,3,4534,89981,40.00028,-75.37528,0.05038841533212567
496,2010,PA,DELAWARE,42,45,42045,Hydromorphone,2,4534,89981,40.00028,-75.37528,0.05038841533212567
497,2010,PA,DELAWARE,42,45,42045,Methadone,29,4534,89981,40.00028,-75.37528,0.05038841533212567
504,2010,PA,ADAMS,42,1,42001,Hydromorphone,1,334,89981,39.75028,-77.37528,0.0037118947333325924
509,2010,PA,ALLEGHENY,42,3,42003,Dihydrocodeine,1,8500,89981,40.62528,-80.12528,0.09446438692612885
510,2010,PA,ALLEGHENY,42,3,42003,Methorphan,2,8500,89981,40.62528,-80.12528,0.09446438692612885
511,2010,PA,ALLEGHENY,42,3,42003,Oxymorphone,16,8500,89981,40.62528,-80.12528,0.09446438692612885
524,2010,PA,BEAVER,42,7,42007,Buprenorphine,6,625,89981,40.75028,-80.50028,0.0069459108033918275
525,2010,PA,BEAVER,42,7,42007,Morphine,1,625,89981,40.75028,-80.50028,0.0069459108033918275
526,2010,PA,BEDFORD,42,9,42009,Heroin,34,150,89981,40.25028,-78.62528,0.0016670185928140385
530,2010,PA,BLAIR,42,13,42013,Buprenorphine,18,662,89981,40.625,-78.37528,0.007357108722952623
531,2010,PA,BLAIR,42,13,42013,Morphine,14,662,89981,40.625,-78.37528,0.007357108722952623
538,2010,PA,BRADFORD,42,15,42015,Heroin,33,145,89981,41.87528,-76.87528,0.001611451306386904
544,2010,PA,BUCKS,42,17,42017,Buprenorphine,120,6140,89981,40.50028,-75.37528,0.06823662773252132
545,2010,PA,BUCKS,42,17,42017,Morphine,27,6140,89981,40.50028,-75.37528,0.06823662773252132
548,2010,PA,BUTLER,42,19,42019,Buprenorphine,12,310,89981,41.12528,-80.00028,0.0034451717584823463
549,2010,PA,BUTLER,42,19,42019,Morphine,2,310,89981,41.12528,-80.00028,0.0034451717584823463
553,2010,PA,CAMBRIA,42,21,42021,Propoxyphene,3,483,89981,40.62528,-78.75028,0.005367799868861204
554,2010,PA,CAMERON,42,23,42023,Hydrocodone,1,7,89981,41.50028,-78.37528,7.779420099798847e-05
562,2010,PA,CENTRE,42,27,42027,Oxycodone,23,1028,89981,41.25028,-77.9,0.011424634089418878
564,2010,PA,CHESTER,42,29,42029,Buprenorphine,11,1979,89981,40.12528,-75.87528,0.021993531967859883
567,2010,PA,CLARION,42,31,42031,Hydrocodone,3,221,89981,41.37528,-79.37528,0.0024560740600793503
570,2010,PA,CLEARFIELD,42,33,42033,Tramadol,1,218,89981,41.12528,-78.75028,0.0024227336882230695
575,2010,PA,COLUMBIA,42,37,42037,Hydrocodone,4,131,89981,41.25028,-76.37528,0.001455862904390927
584,2010,PA,DAUPHIN,42,43,42043,Oxycodone,37,2575,89981,40.62778,-76.75278,0.028617152509974327
585,2010,PA,DAUPHIN,42,43,42043,Oxymorphone,2,2575,89981,40.62778,-76.75278,0.028617152509974327
590,2010,PA,DELAWARE,42,45,42045,Oxycodone,337,4534,89981,40.00028,-75.37528,0.05038841533212567
591,2010,PA,DELAWARE,42,45,42045,Oxymorphone,6,4534,89981,40.00028,-75.37528,0.05038841533212567
592,2010,PA,ELK,42,47,42047,Heroin,2,123,89981,41.62639,-78.64166999999999,0.0013669552461075115
603,2010,PA,ADAMS,42,1,42001,Buprenorphine,2,334,89981,39.75028,-77.37528,0.0037118947333325924
604,2010,PA,ADAMS,42,1,42001,Hydrocodone,1,334,89981,39.75028,-77.37528,0.0037118947333325924
607,2010,PA,ALLEGHENY,42,3,42003,Hydrocodone,198,8500,89981,40.62528,-80.12528,0.09446438692612885
608,2010,PA,ALLEGHENY,42,3,42003,Tramadol,16,8500,89981,40.62528,-80.12528,0.09446438692612885
615,2010,PA,ARMSTRONG,42,5,42005,Heroin,96,344,89981,41.12528,-79.68333,0.003823029306186862
616,2010,PA,ARMSTRONG,42,5,42005,Propoxyphene,1,344,89981,41.12528,-79.68333,0.003823029306186862
623,2010,PA,BEAVER,42,7,42007,Oxycodone,16,625,89981,40.75028,-80.50028,0.0069459108033918275
624,2010,PA,BEAVER,42,7,42007,Propoxyphene,1,625,89981,40.75028,-80.50028,0.0069459108033918275
631,2010,PA,BLAIR,42,13,42013,Oxycodone,64,662,89981,40.625,-78.37528,0.007357108722952623
632,2010,PA,BLAIR,42,13,42013,Oxymorphone,1,662,89981,40.625,-78.37528,0.007357108722952623
639,2010,PA,BUCKS,42,17,42017,Oxycodone,506,6140,89981,40.50028,-75.37528,0.06823662773252132
640,2010,PA,BUCKS,42,17,42017,Oxymorphone,1,6140,89981,40.50028,-75.37528,0.06823662773252132
642,2010,PA,BUTLER,42,19,42019,Hydrocodone,6,310,89981,41.12528,-80.00028,0.0034451717584823463
648,2010,PA,CARBON,42,25,42025,Methadone,3,209,89981,41.12528,-75.675,0.002322712572654227
653,2010,PA,CENTRE,42,27,42027,Hydrocodone,5,1028,89981,41.25028,-77.9,0.011424634089418878
656,2010,PA,CHESTER,42,29,42029,Hydromorphone,1,1979,89981,40.12528,-75.87528,0.021993531967859883
667,2010,PA,CLINTON,42,35,42035,Buprenorphine,1,118,89981,41.37528,-77.87528,0.001311387959680377
668,2010,PA,CLINTON,42,35,42035,Hydrocodone,1,118,89981,41.37528,-77.87528,0.001311387959680377
672,2010,PA,CRAWFORD,42,39,42039,Hydromorphone,2,433,89981,41.75028,-80.50028,0.004812127004589858
676,2010,PA,CUMBERLAND,42,41,42041,Fentanyl,1,310,89981,40.25028,-77.37528,0.0034451717584823463
677,2010,PA,CUMBERLAND,42,41,42041,Hydrocodone,2,310,89981,40.25028,-77.37528,0.0034451717584823463
684,2010,PA,ELK,42,47,42047,Methadone,1,123,89981,41.62639,-78.64166999999999,0.0013669552461075115
688,2010,PA,ERIE,42,49,42049,Heroin,62,1570,89981,41.12528,-80.00028,0.01744812793812027
689,2010,PA,ERIE,42,49,42049,Propoxyphene,1,1570,89981,41.12528,-80.00028,0.01744812793812027
690,2010,PA,ERIE,42,49,42049,Tramadol,1,1570,89981,41.12528,-80.00028,0.01744812793812027
704,2010,PA,ADAMS,42,1,42001,Fentanyl,2,334,89981,39.75028,-77.37528,0.0037118947333325924
706,2010,PA,ALLEGHENY,42,3,42003,Codeine,2,8500,89981,40.62528,-80.12528,0.09446438692612885
707,2010,PA,ALLEGHENY,42,3,42003,Heroin,2592,8500,89981,40.62528,-80.12528,0.09446438692612885
708,2010,PA,ALLEGHENY,42,3,42003,Methadone,34,8500,89981,40.62528,-80.12528,0.09446438692612885
714,2010,PA,ARMSTRONG,42,5,42005,Buprenorphine,16,344,89981,41.12528,-79.68333,0.003823029306186862
715,2010,PA,ARMSTRONG,42,5,42005,Morphine,1,344,89981,41.12528,-79.68333,0.003823029306186862
722,2010,PA,BEDFORD,42,9,42009,Oxycodone,3,150,89981,40.25028,-78.62528,0.0016670185928140385
737,2010,PA,BRADFORD,42,15,42015,Oxycodone,22,145,89981,41.87528,-76.87528,0.001611451306386904
746,2010,PA,BUCKS,42,17,42017,Meperidine,4,6140,89981,40.50028,-75.37528,0.06823662773252132
752,2010,PA,CAMBRIA,42,21,42021,Buprenorphine,14,483,89981,40.62528,-78.75028,0.005367799868861204
753,2010,PA,CAMBRIA,42,21,42021,Morphine,10,483,89981,40.62528,-78.75028,0.005367799868861204
757,2010,PA,CARBON,42,25,42025,Hydrocodone,5,209,89981,41.12528,-75.675,0.002322712572654227
763,2010,PA,CENTRE,42,27,42027,Codeine,1,1028,89981,41.25028,-77.9,0.011424634089418878
764,2010,PA,CENTRE,42,27,42027,Heroin,23,1028,89981,41.25028,-77.9,0.011424634089418878
770,2010,PA,CHESTER,42,29,42029,Morphine,3,1979,89981,40.12528,-75.87528,0.021993531967859883
774,2010,PA,CLEARFIELD,42,33,42033,Fentanyl,1,218,89981,41.12528,-78.75028,0.0024227336882230695
775,2010,PA,CLEARFIELD,42,33,42033,Hydromorphone,1,218,89981,41.12528,-78.75028,0.0024227336882230695
781,2010,PA,CRAWFORD,42,39,42039,Heroin,6,433,89981,41.75028,-80.50028,0.004812127004589858
783,2010,PA,CUMBERLAND,42,41,42041,Heroin,32,310,89981,40.25028,-77.37528,0.0034451717584823463
788,2010,PA,DAUPHIN,42,43,42043,Heroin,266,2575,89981,40.62778,-76.75278,0.028617152509974327
789,2010,PA,DAUPHIN,42,43,42043,Methadone,12,2575,89981,40.62778,-76.75278,0.028617152509974327
796,2010,PA,DELAWARE,42,45,42045,Heroin,344,4534,89981,40.00028,-75.37528,0.05038841533212567
797,2010,PA,DELAWARE,42,45,42045,Propoxyphene,5,4534,89981,40.00028,-75.37528,0.05038841533212567
799,2010,PA,ELK,42,47,42047,Codeine,1,123,89981,41.62639,-78.64166999999999,0.0013669552461075115
808,2010,PA,FAYETTE,42,51,42051,Heroin,67,859,89981,40.12528,-79.75028,0.009546459808181727
809,2010,PA,FAYETTE,42,51,42051,Methadone,4,859,89981,40.12528,-79.75028,0.009546459808181727
816,2010,PA,FRANKLIN,42,55,42055,Heroin,41,755,89981,40.25028,-77.66667,0.008390660250497327
820,2010,PA,FULTON,42,57,42057,Codeine,1,122,89981,40.12528,-78.12528,0.0013558417888220847
821,2010,PA,FULTON,42,57,42057,Oxycodone,18,122,89981,40.12528,-78.12528,0.0013558417888220847
840,2010,PA,GREENE,42,59,42059,Oxycodone,3,179,89981,40.00028,-80.25028,0.0019893088540914195
862,2010,PA,HUNTINGDON,42,61,42061,Oxycodone,18,174,89981,40.62528,-78.12528,0.0019337415676642846
863,2010,PA,HUNTINGDON,42,61,42061,Oxymorphone,1,174,89981,40.62528,-78.12528,0.0019337415676642846
865,2010,PA,INDIANA,42,63,42063,Hydrocodone,5,604,89981,40.87528,-79.12528,0.006712528200397862
874,2010,PA,JEFFERSON,42,65,42065,Buprenorphine,4,200,89981,41.25028,-79.12528,0.002222691457085385
888,2010,PA,LACKAWANNA,42,69,42069,Morphine,3,1123,89981,41.62528,-75.62528,0.012480412531534434
890,2010,PA,LANCASTER,42,71,42071,Morphine,4,1683,89981,40.25028,-76.25028,0.018703948611373512
892,2010,PA,LEBANON,42,75,42075,Codeine,1,648,89981,40.50028,-76.62528,0.007201520320956646
893,2010,PA,LEHIGH,42,77,42077,Hydrocodone,8,2385,89981,40.75028,-75.62528,0.026505595625743214
907,2010,PA,FAYETTE,42,51,42051,Hydrocodone,42,859,89981,40.12528,-79.75028,0.009546459808181727
908,2010,PA,FAYETTE,42,51,42051,Tramadol,1,859,89981,40.12528,-79.75028,0.009546459808181727
917,2010,PA,FRANKLIN,42,55,42055,Hydrocodone,9,755,89981,40.25028,-77.66667,0.008390660250497327
930,2010,PA,GREENE,42,59,42059,Buprenorphine,5,179,89981,40.00028,-80.25028,0.0019893088540914195
956,2010,PA,HUNTINGDON,42,61,42061,Buprenorphine,6,174,89981,40.62528,-78.12528,0.0019337415676642846
958,2010,PA,INDIANA,42,63,42063,Heroin,159,604,89981,40.87528,-79.12528,0.006712528200397862
966,2010,PA,JEFFERSON,42,65,42065,Hydrocodone,7,200,89981,41.25028,-79.12528,0.002222691457085385
967,2010,PA,JEFFERSON,42,65,42065,Oxycodone,8,200,89981,41.25028,-79.12528,0.002222691457085385
968,2010,PA,JEFFERSON,42,65,42065,Oxymorphone,1,200,89981,41.25028,-79.12528,0.002222691457085385
983,2010,PA,LANCASTER,42,71,42071,Fentanyl,1,1683,89981,40.25028,-76.25028,0.018703948611373512
984,2010,PA,LANCASTER,42,71,42071,Propoxyphene,2,1683,89981,40.25028,-76.25028,0.018703948611373512
986,2010,PA,LAWRENCE,42,73,42073,Methadone,4,301,89981,41.00028,-80.50028,0.003345150642913504
987,2010,PA,LEBANON,42,75,42075,Morphine,1,648,89981,40.50028,-76.62528,0.007201520320956646
989,2010,PA,LEHIGH,42,77,42077,Heroin,346,2385,89981,40.75028,-75.62528,0.026505595625743214
990,2010,PA,LEHIGH,42,77,42077,Propoxyphene,1,2385,89981,40.75028,-75.62528,0.026505595625743214
1002,2010,PA,FAYETTE,42,51,42051,Hydromorphone,2,859,89981,40.12528,-79.75028,0.009546459808181727
1047,2010,PA,HUNTINGDON,42,61,42061,Hydrocodone,2,174,89981,40.62528,-78.12528,0.0019337415676642846
1054,2010,PA,JEFFERSON,42,65,42065,Heroin,47,200,89981,41.25028,-79.12528,0.002222691457085385
1055,2010,PA,JUNIATA,42,67,42067,Oxycodone,1,40,89981,40.62528,-77.37528,0.00044453829141707696
1065,2010,PA,LANCASTER,42,71,42071,Heroin,273,1683,89981,40.25028,-76.25028,0.018703948611373512
1066,2010,PA,LANCASTER,42,71,42071,Oxycodone,49,1683,89981,40.25028,-76.25028,0.018703948611373512
1068,2010,PA,LAWRENCE,42,73,42073,Tramadol,1,301,89981,41.00028,-80.50028,0.003345150642913504
1069,2010,PA,LEBANON,42,75,42075,Buprenorphine,6,648,89981,40.50028,-76.62528,0.007201520320956646
1079,2010,PA,LUZERNE,42,79,42079,Methadone,1,1448,89981,41.37528,-76.25028,0.016092286149298186
1080,2010,PA,LYCOMING,42,81,42081,Oxycodone,15,683,89981,41.50028,-77.50028,0.007590491325946589
1099,2010,PA,MCKEAN,42,83,42083,Buprenorphine,8,272,89981,41.87528,-78.87528,0.0030228603816361234
1109,2010,PA,FOREST,42,53,42053,Oxycodone,1,23,89981,41.50028,-79.50028,0.00025560951756481925
1110,2010,PA,FRANKLIN,42,55,42055,Hydromorphone,2,755,89981,40.25028,-77.66667,0.008390660250497327
1146,2010,PA,HUNTINGDON,42,61,42061,Heroin,33,174,89981,40.62528,-78.12528,0.0019337415676642846
1158,2010,PA,LACKAWANNA,42,69,42069,Oxycodone,27,1123,89981,41.62528,-75.62528,0.012480412531534434
1159,2010,PA,LANCASTER,42,71,42071,Hydromorphone,2,1683,89981,40.25028,-76.25028,0.018703948611373512
1161,2010,PA,LEBANON,42,75,42075,Heroin,41,648,89981,40.50028,-76.62528,0.007201520320956646
1162,2010,PA,LEBANON,42,75,42075,Methadone,1,648,89981,40.50028,-76.62528,0.007201520320956646
1163,2010,PA,LEHIGH,42,77,42077,Buprenorphine,16,2385,89981,40.75028,-75.62528,0.026505595625743214
1164,2010,PA,LEHIGH,42,77,42077,Codeine,1,2385,89981,40.75028,-75.62528,0.026505595625743214
1165,2010,PA,LEHIGH,42,77,42077,Morphine,2,2385,89981,40.75028,-75.62528,0.026505595625743214
1193,2010,PA,MCKEAN,42,83,42083,Fentanyl,3,272,89981,41.87528,-78.87528,0.0030228603816361234
